"","ppt","age","sex","condition","version","type_quest","type_resp","resp","conf","type","cond_rc","cond_rc2","type_rc","type_rc2"
"587",49,20,"H","Imagerie avant","A","neutral_3","salle",1,5,"neutral",-1,-1,1,-1
"588",49,20,"H","Imagerie avant","A","neutral_4","matraque",1,3,"neutral",-1,-1,1,-1
"589",50,18,"F","Imagerie avant","A","leading_1","3",1,3,"leading",-1,-1,1,1
"590",50,18,"F","Imagerie avant","A","leading_2","Front",1,1,"leading",-1,-1,1,1
"591",50,18,"F","Imagerie avant","A","leading_3","Quasiment vide",0,1,"leading",-1,-1,1,1
"592",50,18,"F","Imagerie avant","A","leading_4","Tête",1,4,"leading",-1,-1,1,1
"593",50,18,"F","Imagerie avant","A","misleading_1","Journalistes",0,4,"misleading",-1,-1,-2,0
"594",50,18,"F","Imagerie avant","A","misleading_2","2ème étage",0,3,"misleading",-1,-1,-2,0
"595",50,18,"F","Imagerie avant","A","misleading_3","""députés tous pourris""",1,5,"misleading",-1,-1,-2,0
"596",50,18,"F","Imagerie avant","A","misleading_4","blanche",0,5,"misleading",-1,-1,-2,0
"597",50,18,"F","Imagerie avant","A","neutral_1","Homme",1,5,"neutral",-1,-1,1,-1
"598",50,18,"F","Imagerie avant","A","neutral_2","menaces d'assassinat",1,3,"neutral",-1,-1,1,-1
"599",50,18,"F","Imagerie avant","A","neutral_3","place",0,5,"neutral",-1,-1,1,-1
"600",50,18,"F","Imagerie avant","A","neutral_4","matraque",1,5,"neutral",-1,-1,1,-1
"601",51,20,"F","Imagerie avant","A","leading_1","3",1,3,"leading",-1,-1,1,1
"602",51,20,"F","Imagerie avant","A","leading_2","Front",1,3,"leading",-1,-1,1,1
"603",51,20,"F","Imagerie avant","A","leading_3","Quasiment pleine",1,1,"leading",-1,-1,1,1
"604",51,20,"F","Imagerie avant","A","leading_4","Tête",1,2,"leading",-1,-1,1,1
"605",51,20,"F","Imagerie avant","A","misleading_1","Journalistes",0,5,"misleading",-1,-1,-2,0
"606",51,20,"F","Imagerie avant","A","misleading_2","2ème étage",0,3,"misleading",-1,-1,-2,0
"607",51,20,"F","Imagerie avant","A","misleading_3","""députés tous pourris""",1,1,"misleading",-1,-1,-2,0
"608",51,20,"F","Imagerie avant","A","misleading_4","bleue",1,2,"misleading",-1,-1,-2,0
"609",51,20,"F","Imagerie avant","A","neutral_1","Homme",1,5,"neutral",-1,-1,1,-1
"610",51,20,"F","Imagerie avant","A","neutral_2","menaces d'assassinat",1,5,"neutral",-1,-1,1,-1
"611",51,20,"F","Imagerie avant","A","neutral_3","place",0,5,"neutral",-1,-1,1,-1
"612",51,20,"F","Imagerie avant","A","neutral_4","matraque",1,1,"neutral",-1,-1,1,-1
"613",52,18,"F","Imagerie avant","A","leading_1","3",1,4,"leading",-1,-1,1,1
"614",52,18,"F","Imagerie avant","A","leading_2","Front",1,5,"leading",-1,-1,1,1
"615",52,18,"F","Imagerie avant","A","leading_3","Quasiment pleine",1,2,"leading",-1,-1,1,1
"616",52,18,"F","Imagerie avant","A","leading_4","Tête",1,5,"leading",-1,-1,1,1
"617",52,18,"F","Imagerie avant","A","misleading_1","Police",1,2,"misleading",-1,-1,-2,0
"618",52,18,"F","Imagerie avant","A","misleading_2","2ème étage",0,5,"misleading",-1,-1,-2,0
"619",52,18,"F","Imagerie avant","A","misleading_3","""députés tous pourris""",1,5,"misleading",-1,-1,-2,0
"620",52,18,"F","Imagerie avant","A","misleading_4","bleue",1,5,"misleading",-1,-1,-2,0
"621",52,18,"F","Imagerie avant","A","neutral_1","Homme",1,5,"neutral",-1,-1,1,-1
"622",52,18,"F","Imagerie avant","A","neutral_2","menaces d'assassinat",1,3,"neutral",-1,-1,1,-1
"623",52,18,"F","Imagerie avant","A","neutral_3","salle",1,4,"neutral",-1,-1,1,-1
"624",52,18,"F","Imagerie avant","A","neutral_4","renversé",0,5,"neutral",-1,-1,1,-1
"625",53,20,"H","Imagerie avant","A","leading_1","3",1,3,"leading",-1,-1,1,1
"626",53,20,"H","Imagerie avant","A","leading_2","Front",1,5,"leading",-1,-1,1,1
"627",53,20,"H","Imagerie avant","A","leading_3","Quasiment pleine",1,4,"leading",-1,-1,1,1
"628",53,20,"H","Imagerie avant","A","leading_4","Tête",1,5,"leading",-1,-1,1,1
"629",53,20,"H","Imagerie avant","A","misleading_1","Police",1,5,"misleading",-1,-1,-2,0
"630",53,20,"H","Imagerie avant","A","misleading_2","1er étage",1,4,"misleading",-1,-1,-2,0
"631",53,20,"H","Imagerie avant","A","misleading_3","""députés tous pourris""",1,5,"misleading",-1,-1,-2,0
"632",53,20,"H","Imagerie avant","A","misleading_4","blanche",0,5,"misleading",-1,-1,-2,0
"633",53,20,"H","Imagerie avant","A","neutral_1","Homme",1,4,"neutral",-1,-1,1,-1
"634",53,20,"H","Imagerie avant","A","neutral_2","menaces d'assassinat",1,3,"neutral",-1,-1,1,-1
"635",53,20,"H","Imagerie avant","A","neutral_3","salle",1,4,"neutral",-1,-1,1,-1
"636",53,20,"H","Imagerie avant","A","neutral_4","renversé",0,5,"neutral",-1,-1,1,-1
"637",54,18,"F","Imagerie avant","B","leading_1","Police",1,5,"leading",-1,-1,1,1
"638",54,18,"F","Imagerie avant","B","leading_2","1er étage",1,4,"leading",-1,-1,1,1
"639",54,18,"F","Imagerie avant","B","leading_3","""députés tous pourris""",1,4,"leading",-1,-1,1,1
"640",54,18,"F","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"641",54,18,"F","Imagerie avant","B","misleading_1","Femme",0,2,"misleading",-1,-1,-2,0
"642",54,18,"F","Imagerie avant","B","misleading_2","menaces d'attentat",0,3,"misleading",-1,-1,-2,0
"643",54,18,"F","Imagerie avant","B","misleading_3","salle",1,5,"misleading",-1,-1,-2,0
"644",54,18,"F","Imagerie avant","B","misleading_4","matraque",1,5,"misleading",-1,-1,-2,0
"645",54,18,"F","Imagerie avant","B","neutral_1","2",0,2,"neutral",-1,-1,1,-1
"646",54,18,"F","Imagerie avant","B","neutral_2","Front",1,2,"neutral",-1,-1,1,-1
"647",54,18,"F","Imagerie avant","B","neutral_3","Quasiment pleine",1,3,"neutral",-1,-1,1,-1
"648",54,18,"F","Imagerie avant","B","neutral_4","Tête",1,3,"neutral",-1,-1,1,-1
"649",55,19,"M","Imagerie avant","B","leading_1","Journalistes",0,5,"leading",-1,-1,1,1
"650",55,19,"M","Imagerie avant","B","leading_2","2ème étage",0,4,"leading",-1,-1,1,1
"651",55,19,"M","Imagerie avant","B","leading_3","""à bas les députés""",0,5,"leading",-1,-1,1,1
"652",55,19,"M","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"653",55,19,"M","Imagerie avant","B","misleading_1","Homme",1,1,"misleading",-1,-1,-2,0
"654",55,19,"M","Imagerie avant","B","misleading_2","menaces d'assassinat",1,4,"misleading",-1,-1,-2,0
"655",55,19,"M","Imagerie avant","B","misleading_3","salle",1,5,"misleading",-1,-1,-2,0
"656",55,19,"M","Imagerie avant","B","misleading_4","matraque",1,5,"misleading",-1,-1,-2,0
"657",55,19,"M","Imagerie avant","B","neutral_1","3",1,5,"neutral",-1,-1,1,-1
"658",55,19,"M","Imagerie avant","B","neutral_2","Front",1,5,"neutral",-1,-1,1,-1
"659",55,19,"M","Imagerie avant","B","neutral_3","Quasiment pleine",1,1,"neutral",-1,-1,1,-1
"660",55,19,"M","Imagerie avant","B","neutral_4","Tête",1,5,"neutral",-1,-1,1,-1
"661",56,18,"F","Imagerie avant","B","leading_1","Police",1,5,"leading",-1,-1,1,1
"662",56,18,"F","Imagerie avant","B","leading_2","1er étage",1,1,"leading",-1,-1,1,1
"663",56,18,"F","Imagerie avant","B","leading_3","""à bas les députés""",0,1,"leading",-1,-1,1,1
"664",56,18,"F","Imagerie avant","B","leading_4","blanche",0,1,"leading",-1,-1,1,1
"665",56,18,"F","Imagerie avant","B","misleading_1","Homme",1,2,"misleading",-1,-1,-2,0
"666",56,18,"F","Imagerie avant","B","misleading_2","menaces d'attentat",0,5,"misleading",-1,-1,-2,0
"667",56,18,"F","Imagerie avant","B","misleading_3","place",0,2,"misleading",-1,-1,-2,0
"668",56,18,"F","Imagerie avant","B","misleading_4","renversé",0,1,"misleading",-1,-1,-2,0
"669",56,18,"F","Imagerie avant","B","neutral_1","3",1,4,"neutral",-1,-1,1,-1
"670",56,18,"F","Imagerie avant","B","neutral_2","Bras",0,1,"neutral",-1,-1,1,-1
"671",56,18,"F","Imagerie avant","B","neutral_3","Quasiment vide",0,1,"neutral",-1,-1,1,-1
"672",56,18,"F","Imagerie avant","B","neutral_4","Tête",1,1,"neutral",-1,-1,1,-1
"673",57,19,"F","Imagerie avant","B","leading_1","Police",1,5,"leading",-1,-1,1,1
"674",57,19,"F","Imagerie avant","B","leading_2","2ème étage",0,5,"leading",-1,-1,1,1
"675",57,19,"F","Imagerie avant","B","leading_3","""députés tous pourris""",1,5,"leading",-1,-1,1,1
"676",57,19,"F","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"677",57,19,"F","Imagerie avant","B","misleading_1","Femme",0,4,"misleading",-1,-1,-2,0
"678",57,19,"F","Imagerie avant","B","misleading_2","menaces d'assassinat",1,5,"misleading",-1,-1,-2,0
"679",57,19,"F","Imagerie avant","B","misleading_3","salle",1,5,"misleading",-1,-1,-2,0
"680",57,19,"F","Imagerie avant","B","misleading_4","matraque",1,5,"misleading",-1,-1,-2,0
"681",57,19,"F","Imagerie avant","B","neutral_1","3",1,5,"neutral",-1,-1,1,-1
"682",57,19,"F","Imagerie avant","B","neutral_2","Front",1,3,"neutral",-1,-1,1,-1
"683",57,19,"F","Imagerie avant","B","neutral_3","Quasiment vide",0,1,"neutral",-1,-1,1,-1
"684",57,19,"F","Imagerie avant","B","neutral_4","Tête",1,5,"neutral",-1,-1,1,-1
"685",58,18,"F","Imagerie avant","B","leading_1","Police",1,3,"leading",-1,-1,1,1
"686",58,18,"F","Imagerie avant","B","leading_2","2ème étage",0,4,"leading",-1,-1,1,1
"687",58,18,"F","Imagerie avant","B","leading_3","""députés tous pourris""",1,5,"leading",-1,-1,1,1
"688",58,18,"F","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"689",58,18,"F","Imagerie avant","B","misleading_1","Femme",0,3,"misleading",-1,-1,-2,0
"690",58,18,"F","Imagerie avant","B","misleading_2","menaces d'attentat",0,4,"misleading",-1,-1,-2,0
"691",58,18,"F","Imagerie avant","B","misleading_3","salle",1,3,"misleading",-1,-1,-2,0
"692",58,18,"F","Imagerie avant","B","misleading_4","matraque",1,4,"misleading",-1,-1,-2,0
"693",58,18,"F","Imagerie avant","B","neutral_1","3",1,2,"neutral",-1,-1,1,-1
"694",58,18,"F","Imagerie avant","B","neutral_2","Front",1,3,"neutral",-1,-1,1,-1
"695",58,18,"F","Imagerie avant","B","neutral_3","Quasiment vide",0,2,"neutral",-1,-1,1,-1
"696",58,18,"F","Imagerie avant","B","neutral_4","Tête",1,3,"neutral",-1,-1,1,-1
"697",59,18,"F","Imagerie avant","B","leading_1","Police",1,2,"leading",-1,-1,1,1
"698",59,18,"F","Imagerie avant","B","leading_2","2ème étage",0,5,"leading",-1,-1,1,1
"699",59,18,"F","Imagerie avant","B","leading_3","""députés tous pourris""",1,5,"leading",-1,-1,1,1
"700",59,18,"F","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"701",59,18,"F","Imagerie avant","B","misleading_1","Homme",1,4,"misleading",-1,-1,-2,0
"702",59,18,"F","Imagerie avant","B","misleading_2","menaces d'assassinat",1,2,"misleading",-1,-1,-2,0
"703",59,18,"F","Imagerie avant","B","misleading_3","salle",1,5,"misleading",-1,-1,-2,0
"704",59,18,"F","Imagerie avant","B","misleading_4","matraque",1,5,"misleading",-1,-1,-2,0
"705",59,18,"F","Imagerie avant","B","neutral_1","3",1,4,"neutral",-1,-1,1,-1
"706",59,18,"F","Imagerie avant","B","neutral_2","Front",1,5,"neutral",-1,-1,1,-1
"707",59,18,"F","Imagerie avant","B","neutral_3","Quasiment pleine",1,4,"neutral",-1,-1,1,-1
"708",59,18,"F","Imagerie avant","B","neutral_4","Tête",1,5,"neutral",-1,-1,1,-1
"709",60,19,"F","Imagerie avant","B","leading_1","Journalistes",0,5,"leading",-1,-1,1,1
"710",60,19,"F","Imagerie avant","B","leading_2","1er étage",1,4,"leading",-1,-1,1,1
"711",60,19,"F","Imagerie avant","B","leading_3","""députés tous pourris""",1,5,"leading",-1,-1,1,1
"712",60,19,"F","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"713",60,19,"F","Imagerie avant","B","misleading_1","Homme",1,5,"misleading",-1,-1,-2,0
"714",60,19,"F","Imagerie avant","B","misleading_2","menaces d'attentat",0,4,"misleading",-1,-1,-2,0
"715",60,19,"F","Imagerie avant","B","misleading_3","salle",1,5,"misleading",-1,-1,-2,0
"716",60,19,"F","Imagerie avant","B","misleading_4","matraque",1,5,"misleading",-1,-1,-2,0
"717",60,19,"F","Imagerie avant","B","neutral_1","3",1,2,"neutral",-1,-1,1,-1
"718",60,19,"F","Imagerie avant","B","neutral_2","Front",1,3,"neutral",-1,-1,1,-1
"719",60,19,"F","Imagerie avant","B","neutral_3","Quasiment vide",0,2,"neutral",-1,-1,1,-1
"720",60,19,"F","Imagerie avant","B","neutral_4","Tête",1,5,"neutral",-1,-1,1,-1
"721",61,26,"M","Imagerie avant","B","leading_1","Police",1,3,"leading",-1,-1,1,1
"722",61,26,"M","Imagerie avant","B","leading_2","1er étage",1,5,"leading",-1,-1,1,1
"723",61,26,"M","Imagerie avant","B","leading_3","""députés tous pourris""",1,5,"leading",-1,-1,1,1
"724",61,26,"M","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"725",61,26,"M","Imagerie avant","B","misleading_1","Homme",1,5,"misleading",-1,-1,-2,0
"726",61,26,"M","Imagerie avant","B","misleading_2","menaces d'assassinat",1,5,"misleading",-1,-1,-2,0
"727",61,26,"M","Imagerie avant","B","misleading_3","salle",1,5,"misleading",-1,-1,-2,0
"728",61,26,"M","Imagerie avant","B","misleading_4","matraque",1,5,"misleading",-1,-1,-2,0
"729",61,26,"M","Imagerie avant","B","neutral_1","2",0,5,"neutral",-1,-1,1,-1
"730",61,26,"M","Imagerie avant","B","neutral_2","Front",1,5,"neutral",-1,-1,1,-1
"731",61,26,"M","Imagerie avant","B","neutral_3","Quasiment pleine",1,3,"neutral",-1,-1,1,-1
"732",61,26,"M","Imagerie avant","B","neutral_4","Tête",1,5,"neutral",-1,-1,1,-1
"733",62,21,"F","Imagerie avant","B","leading_1","Police",1,3,"leading",-1,-1,1,1
"734",62,21,"F","Imagerie avant","B","leading_2","2ème étage",0,5,"leading",-1,-1,1,1
"735",62,21,"F","Imagerie avant","B","leading_3","""députés tous pourris""",1,5,"leading",-1,-1,1,1
"736",62,21,"F","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"737",62,21,"F","Imagerie avant","B","misleading_1","Femme",0,5,"misleading",-1,-1,-2,0
"738",62,21,"F","Imagerie avant","B","misleading_2","menaces d'attentat",0,5,"misleading",-1,-1,-2,0
"739",62,21,"F","Imagerie avant","B","misleading_3","salle",1,5,"misleading",-1,-1,-2,0
"740",62,21,"F","Imagerie avant","B","misleading_4","matraque",1,5,"misleading",-1,-1,-2,0
"741",62,21,"F","Imagerie avant","B","neutral_1","3",1,5,"neutral",-1,-1,1,-1
"742",62,21,"F","Imagerie avant","B","neutral_2","Front",1,3,"neutral",-1,-1,1,-1
"743",62,21,"F","Imagerie avant","B","neutral_3","Quasiment pleine",1,1,"neutral",-1,-1,1,-1
"744",62,21,"F","Imagerie avant","B","neutral_4","Tête",1,3,"neutral",-1,-1,1,-1
"745",63,18,"F","Imagerie avant","B","leading_1","Journalistes",0,1,"leading",-1,-1,1,1
"746",63,18,"F","Imagerie avant","B","leading_2","1er étage",1,3,"leading",-1,-1,1,1
"747",63,18,"F","Imagerie avant","B","leading_3","""députés tous pourris""",1,4,"leading",-1,-1,1,1
"748",63,18,"F","Imagerie avant","B","leading_4","bleue",1,4,"leading",-1,-1,1,1
"749",63,18,"F","Imagerie avant","B","misleading_1","Homme",1,5,"misleading",-1,-1,-2,0
"750",63,18,"F","Imagerie avant","B","misleading_2","menaces d'attentat",0,3,"misleading",-1,-1,-2,0
"751",63,18,"F","Imagerie avant","B","misleading_3","salle",1,4,"misleading",-1,-1,-2,0
"752",63,18,"F","Imagerie avant","B","misleading_4","matraque",1,5,"misleading",-1,-1,-2,0
"753",63,18,"F","Imagerie avant","B","neutral_1","3",1,3,"neutral",-1,-1,1,-1
"754",63,18,"F","Imagerie avant","B","neutral_2","Front",1,4,"neutral",-1,-1,1,-1
"755",63,18,"F","Imagerie avant","B","neutral_3","Quasiment pleine",1,1,"neutral",-1,-1,1,-1
"756",63,18,"F","Imagerie avant","B","neutral_4","Tête",1,3,"neutral",-1,-1,1,-1
"757",64,18,"F","Imagerie avant","B","leading_1","Police",1,2,"leading",-1,-1,1,1
"758",64,18,"F","Imagerie avant","B","leading_2","2ème étage",0,3,"leading",-1,-1,1,1
"759",64,18,"F","Imagerie avant","B","leading_3","""députés tous pourris""",1,4,"leading",-1,-1,1,1
"760",64,18,"F","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"761",64,18,"F","Imagerie avant","B","misleading_1","Femme",0,5,"misleading",-1,-1,-2,0
"762",64,18,"F","Imagerie avant","B","misleading_2","menaces d'assassinat",1,5,"misleading",-1,-1,-2,0
"763",64,18,"F","Imagerie avant","B","misleading_3","salle",1,5,"misleading",-1,-1,-2,0
"764",64,18,"F","Imagerie avant","B","misleading_4","renversé",0,5,"misleading",-1,-1,-2,0
"765",64,18,"F","Imagerie avant","B","neutral_1","2",0,4,"neutral",-1,-1,1,-1
"766",64,18,"F","Imagerie avant","B","neutral_2","Front",1,4,"neutral",-1,-1,1,-1
"767",64,18,"F","Imagerie avant","B","neutral_3","Quasiment pleine",1,5,"neutral",-1,-1,1,-1
"768",64,18,"F","Imagerie avant","B","neutral_4","Tête",1,5,"neutral",-1,-1,1,-1
"769",65,22,"F","Imagerie avant","B","leading_1","Journalistes",0,3,"leading",-1,-1,1,1
"770",65,22,"F","Imagerie avant","B","leading_2","2ème étage",0,1,"leading",-1,-1,1,1
"771",65,22,"F","Imagerie avant","B","leading_3","""députés tous pourris""",1,3,"leading",-1,-1,1,1
"772",65,22,"F","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"773",65,22,"F","Imagerie avant","B","misleading_1","Femme",0,5,"misleading",-1,-1,-2,0
"774",65,22,"F","Imagerie avant","B","misleading_2","menaces d'assassinat",1,5,"misleading",-1,-1,-2,0
"775",65,22,"F","Imagerie avant","B","misleading_3","place",0,5,"misleading",-1,-1,-2,0
"776",65,22,"F","Imagerie avant","B","misleading_4","matraque",1,5,"misleading",-1,-1,-2,0
"777",65,22,"F","Imagerie avant","B","neutral_1","3",1,4,"neutral",-1,-1,1,-1
"778",65,22,"F","Imagerie avant","B","neutral_2","Front",1,4,"neutral",-1,-1,1,-1
"779",65,22,"F","Imagerie avant","B","neutral_3","Quasiment pleine",1,2,"neutral",-1,-1,1,-1
"780",65,22,"F","Imagerie avant","B","neutral_4","Tête",1,3,"neutral",-1,-1,1,-1
"781",66,18,"F","Imagerie avant","B","leading_1","Police",1,5,"leading",-1,-1,1,1
"782",66,18,"F","Imagerie avant","B","leading_2","2ème étage",0,2,"leading",-1,-1,1,1
"783",66,18,"F","Imagerie avant","B","leading_3","""députés tous pourris""",1,5,"leading",-1,-1,1,1
"784",66,18,"F","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"785",66,18,"F","Imagerie avant","B","misleading_1","Homme",1,5,"misleading",-1,-1,-2,0
"786",66,18,"F","Imagerie avant","B","misleading_2","menaces d'attentat",0,4,"misleading",-1,-1,-2,0
"787",66,18,"F","Imagerie avant","B","misleading_3","salle",1,3,"misleading",-1,-1,-2,0
"788",66,18,"F","Imagerie avant","B","misleading_4","matraque",1,5,"misleading",-1,-1,-2,0
"789",66,18,"F","Imagerie avant","B","neutral_1","3",1,5,"neutral",-1,-1,1,-1
"790",66,18,"F","Imagerie avant","B","neutral_2","Front",1,4,"neutral",-1,-1,1,-1
"791",66,18,"F","Imagerie avant","B","neutral_3","Quasiment pleine",1,1,"neutral",-1,-1,1,-1
"792",66,18,"F","Imagerie avant","B","neutral_4","Tête",1,5,"neutral",-1,-1,1,-1
"793",80,18,"F","Imagerie avant","B","leading_1","Police",1,3,"leading",-1,-1,1,1
"794",80,18,"F","Imagerie avant","B","leading_2","2ème étage",0,4,"leading",-1,-1,1,1
"795",80,18,"F","Imagerie avant","B","leading_3","""députés tous pourris""",1,5,"leading",-1,-1,1,1
"796",80,18,"F","Imagerie avant","B","leading_4","bleue",1,5,"leading",-1,-1,1,1
"797",80,18,"F","Imagerie avant","B","misleading_1","Femme",0,3,"misleading",-1,-1,-2,0
"798",80,18,"F","Imagerie avant","B","misleading_2","menaces d'attentat",0,4,"misleading",-1,-1,-2,0
"799",80,18,"F","Imagerie avant","B","misleading_3","salle",1,3,"misleading",-1,-1,-2,0
"800",80,18,"F","Imagerie avant","B","misleading_4","matraque",1,4,"misleading",-1,-1,-2,0
"801",80,18,"F","Imagerie avant","B","neutral_1","3",1,2,"neutral",-1,-1,1,-1
"802",80,18,"F","Imagerie avant","B","neutral_2","Front",1,3,"neutral",-1,-1,1,-1
"803",80,18,"F","Imagerie avant","B","neutral_3","Quasiment vide",0,2,"neutral",-1,-1,1,-1
"804",80,18,"F","Imagerie avant","B","neutral_4","Tête",1,3,"neutral",-1,-1,1,-1
"805",67,18,"F","Imagerie avant","C","leading_1","Homme",1,5,"leading",-1,-1,1,1
"806",67,18,"F","Imagerie avant","C","leading_2","menaces d'assassinat",1,3,"leading",-1,-1,1,1
"807",67,18,"F","Imagerie avant","C","leading_3","salle",1,4,"leading",-1,-1,1,1
"808",67,18,"F","Imagerie avant","C","leading_4","matraque",1,4,"leading",-1,-1,1,1
"809",67,18,"F","Imagerie avant","C","misleading_1","2",0,2,"misleading",-1,-1,-2,0
"810",67,18,"F","Imagerie avant","C","misleading_2","Front",1,1,"misleading",-1,-1,-2,0
"811",67,18,"F","Imagerie avant","C","misleading_3","Quasiment pleine",1,2,"misleading",-1,-1,-2,0
"812",67,18,"F","Imagerie avant","C","misleading_4","Tête",1,2,"misleading",-1,-1,-2,0
"813",67,18,"F","Imagerie avant","C","neutral_1","Police",1,5,"neutral",-1,-1,1,-1
"814",67,18,"F","Imagerie avant","C","neutral_2","1er étage",1,1,"neutral",-1,-1,1,-1
"815",67,18,"F","Imagerie avant","C","neutral_3","""députés tous pourris""",1,4,"neutral",-1,-1,1,-1
"816",67,18,"F","Imagerie avant","C","neutral_4","bleue",1,1,"neutral",-1,-1,1,-1
"817",68,18,"F","Imagerie avant","C","leading_1","Homme",1,5,"leading",-1,-1,1,1
"818",68,18,"F","Imagerie avant","C","leading_2","menaces d'assassinat",1,5,"leading",-1,-1,1,1
"819",68,18,"F","Imagerie avant","C","leading_3","salle",1,5,"leading",-1,-1,1,1
"820",68,18,"F","Imagerie avant","C","leading_4","matraque",1,5,"leading",-1,-1,1,1
"821",68,18,"F","Imagerie avant","C","misleading_1","2",0,2,"misleading",-1,-1,-2,0
"822",68,18,"F","Imagerie avant","C","misleading_2","Front",1,4,"misleading",-1,-1,-2,0
"823",68,18,"F","Imagerie avant","C","misleading_3","Quasiment vide",0,1,"misleading",-1,-1,-2,0
"824",68,18,"F","Imagerie avant","C","misleading_4","Tête",1,3,"misleading",-1,-1,-2,0
"825",68,18,"F","Imagerie avant","C","neutral_1","Police",1,5,"neutral",-1,-1,1,-1
"826",68,18,"F","Imagerie avant","C","neutral_2","2ème étage",0,4,"neutral",-1,-1,1,-1
"827",68,18,"F","Imagerie avant","C","neutral_3","""députés tous pourris""",1,5,"neutral",-1,-1,1,-1
"828",68,18,"F","Imagerie avant","C","neutral_4","bleue",1,4,"neutral",-1,-1,1,-1
"829",69,18,"F","Imagerie avant","C","leading_1","Homme",1,5,"leading",-1,-1,1,1
"830",69,18,"F","Imagerie avant","C","leading_2","menaces d'assassinat",1,5,"leading",-1,-1,1,1
"831",69,18,"F","Imagerie avant","C","leading_3","salle",1,5,"leading",-1,-1,1,1
"832",69,18,"F","Imagerie avant","C","leading_4","renversé",0,4,"leading",-1,-1,1,1
"833",69,18,"F","Imagerie avant","C","misleading_1","2",0,2,"misleading",-1,-1,-2,0
"834",69,18,"F","Imagerie avant","C","misleading_2","Front",1,4,"misleading",-1,-1,-2,0
"835",69,18,"F","Imagerie avant","C","misleading_3","Quasiment pleine",1,1,"misleading",-1,-1,-2,0
"836",69,18,"F","Imagerie avant","C","misleading_4","Tête",1,3,"misleading",-1,-1,-2,0
"837",69,18,"F","Imagerie avant","C","neutral_1","Journalistes",0,2,"neutral",-1,-1,1,-1
"838",69,18,"F","Imagerie avant","C","neutral_2","1er étage",1,3,"neutral",-1,-1,1,-1
"839",69,18,"F","Imagerie avant","C","neutral_3","""députés tous pourris""",1,5,"neutral",-1,-1,1,-1
"840",69,18,"F","Imagerie avant","C","neutral_4","bleue",1,5,"neutral",-1,-1,1,-1
"841",70,20,"F","Imagerie avant","C","leading_1","Homme",1,4,"leading",-1,-1,1,1
"842",70,20,"F","Imagerie avant","C","leading_2","menaces d'assassinat",1,5,"leading",-1,-1,1,1
"843",70,20,"F","Imagerie avant","C","leading_3","salle",1,5,"leading",-1,-1,1,1
"844",70,20,"F","Imagerie avant","C","leading_4","matraque",1,5,"leading",-1,-1,1,1
"845",70,20,"F","Imagerie avant","C","misleading_1","3",1,2,"misleading",-1,-1,-2,0
"846",70,20,"F","Imagerie avant","C","misleading_2","Front",1,5,"misleading",-1,-1,-2,0
"847",70,20,"F","Imagerie avant","C","misleading_3","Quasiment pleine",1,1,"misleading",-1,-1,-2,0
"848",70,20,"F","Imagerie avant","C","misleading_4","Tête",1,5,"misleading",-1,-1,-2,0
"849",70,20,"F","Imagerie avant","C","neutral_1","Police",1,5,"neutral",-1,-1,1,-1
"850",70,20,"F","Imagerie avant","C","neutral_2","1er étage",1,1,"neutral",-1,-1,1,-1
"851",70,20,"F","Imagerie avant","C","neutral_3","""députés tous pourris""",1,5,"neutral",-1,-1,1,-1
"852",70,20,"F","Imagerie avant","C","neutral_4","bleue",1,5,"neutral",-1,-1,1,-1
"853",71,18,"M","Imagerie avant","C","leading_1","Homme",1,5,"leading",-1,-1,1,1
"854",71,18,"M","Imagerie avant","C","leading_2","menaces d'assassinat",1,5,"leading",-1,-1,1,1
"855",71,18,"M","Imagerie avant","C","leading_3","salle",1,5,"leading",-1,-1,1,1
"856",71,18,"M","Imagerie avant","C","leading_4","matraque",1,5,"leading",-1,-1,1,1
"857",71,18,"M","Imagerie avant","C","misleading_1","3",1,4,"misleading",-1,-1,-2,0
"858",71,18,"M","Imagerie avant","C","misleading_2","Front",1,5,"misleading",-1,-1,-2,0
"859",71,18,"M","Imagerie avant","C","misleading_3","Quasiment pleine",1,1,"misleading",-1,-1,-2,0
"860",71,18,"M","Imagerie avant","C","misleading_4","Torse",0,4,"misleading",-1,-1,-2,0
"861",71,18,"M","Imagerie avant","C","neutral_1","Police",1,5,"neutral",-1,-1,1,-1
"862",71,18,"M","Imagerie avant","C","neutral_2","1er étage",1,2,"neutral",-1,-1,1,-1
"863",71,18,"M","Imagerie avant","C","neutral_3","""députés tous pourris""",1,5,"neutral",-1,-1,1,-1
"864",71,18,"M","Imagerie avant","C","neutral_4","bleue",1,5,"neutral",-1,-1,1,-1
