"","ppt","age","sex","condition","version","type_quest","type_resp","resp","conf","type","cond_rc","cond_rc2","type_rc","type_rc2"
"295",25,19,"F","Contrôle","B","misleading_3","salle",1,5,"misleading",0,2,-2,0
"296",25,19,"F","Contrôle","B","misleading_4","renversé",0,3,"misleading",0,2,-2,0
"297",25,19,"F","Contrôle","B","neutral_1","3",1,5,"neutral",0,2,1,-1
"298",25,19,"F","Contrôle","B","neutral_2","Bras",0,4,"neutral",0,2,1,-1
"299",25,19,"F","Contrôle","B","neutral_3","Quasiment pleine",1,5,"neutral",0,2,1,-1
"300",25,19,"F","Contrôle","B","neutral_4","Torse",0,4,"neutral",0,2,1,-1
"301",26,19,"F","Contrôle","B","leading_1","Police",1,4,"leading",0,2,1,1
"302",26,19,"F","Contrôle","B","leading_2","1er étage",1,5,"leading",0,2,1,1
"303",26,19,"F","Contrôle","B","leading_3","""députés tous pourris""",1,5,"leading",0,2,1,1
"304",26,19,"F","Contrôle","B","leading_4","bleue",1,5,"leading",0,2,1,1
"305",26,19,"F","Contrôle","B","misleading_1","Femme",0,5,"misleading",0,2,-2,0
"306",26,19,"F","Contrôle","B","misleading_2","menaces d'attentat",0,5,"misleading",0,2,-2,0
"307",26,19,"F","Contrôle","B","misleading_3","salle",1,3,"misleading",0,2,-2,0
"308",26,19,"F","Contrôle","B","misleading_4","matraque",1,5,"misleading",0,2,-2,0
"309",26,19,"F","Contrôle","B","neutral_1","3",1,4,"neutral",0,2,1,-1
"310",26,19,"F","Contrôle","B","neutral_2","Front",1,4,"neutral",0,2,1,-1
"311",26,19,"F","Contrôle","B","neutral_3","Quasiment pleine",1,2,"neutral",0,2,1,-1
"312",26,19,"F","Contrôle","B","neutral_4","Tête",1,3,"neutral",0,2,1,-1
"313",27,19,"F","Contrôle","C","leading_1","Homme",1,4,"leading",0,2,1,1
"314",27,19,"F","Contrôle","C","leading_2","menaces d'assassinat",1,5,"leading",0,2,1,1
"315",27,19,"F","Contrôle","C","leading_3","salle",1,3,"leading",0,2,1,1
"316",27,19,"F","Contrôle","C","leading_4","matraque",1,3,"leading",0,2,1,1
"317",27,19,"F","Contrôle","C","misleading_1","2",0,4,"misleading",0,2,-2,0
"318",27,19,"F","Contrôle","C","misleading_2","Front",1,5,"misleading",0,2,-2,0
"319",27,19,"F","Contrôle","C","misleading_3","Quasiment vide",0,2,"misleading",0,2,-2,0
"320",27,19,"F","Contrôle","C","misleading_4","Tête",1,3,"misleading",0,2,-2,0
"321",27,19,"F","Contrôle","C","neutral_1","Police",1,5,"neutral",0,2,1,-1
"322",27,19,"F","Contrôle","C","neutral_2","2ème étage",0,1,"neutral",0,2,1,-1
"323",27,19,"F","Contrôle","C","neutral_3","""députés tous pourris""",1,5,"neutral",0,2,1,-1
"324",27,19,"F","Contrôle","C","neutral_4","bleue",1,5,"neutral",0,2,1,-1
"325",28,18,"F","Contrôle","C","leading_1","Homme",1,5,"leading",0,2,1,1
"326",28,18,"F","Contrôle","C","leading_2","menaces d'assassinat",1,5,"leading",0,2,1,1
"327",28,18,"F","Contrôle","C","leading_3","salle",1,4,"leading",0,2,1,1
"328",28,18,"F","Contrôle","C","leading_4","matraque",1,5,"leading",0,2,1,1
"329",28,18,"F","Contrôle","C","misleading_1","3",1,5,"misleading",0,2,-2,0
"330",28,18,"F","Contrôle","C","misleading_2","Front",1,3,"misleading",0,2,-2,0
"331",28,18,"F","Contrôle","C","misleading_3","Quasiment pleine",1,3,"misleading",0,2,-2,0
"332",28,18,"F","Contrôle","C","misleading_4","Tête",1,5,"misleading",0,2,-2,0
"333",28,18,"F","Contrôle","C","neutral_1","Police",1,4,"neutral",0,2,1,-1
"334",28,18,"F","Contrôle","C","neutral_2","2ème étage",0,4,"neutral",0,2,1,-1
"335",28,18,"F","Contrôle","C","neutral_3","""députés tous pourris""",1,5,"neutral",0,2,1,-1
"336",28,18,"F","Contrôle","C","neutral_4","bleue",1,5,"neutral",0,2,1,-1
"337",29,21,"F","Contrôle","C","leading_1","Homme",1,5,"leading",0,2,1,1
"338",29,21,"F","Contrôle","C","leading_2","menaces d'assassinat",1,5,"leading",0,2,1,1
"339",29,21,"F","Contrôle","C","leading_3","salle",1,5,"leading",0,2,1,1
"340",29,21,"F","Contrôle","C","leading_4","matraque",1,5,"leading",0,2,1,1
"341",29,21,"F","Contrôle","C","misleading_1","2",0,4,"misleading",0,2,-2,0
"342",29,21,"F","Contrôle","C","misleading_2","Front",1,5,"misleading",0,2,-2,0
"343",29,21,"F","Contrôle","C","misleading_3","Quasiment pleine",1,4,"misleading",0,2,-2,0
"344",29,21,"F","Contrôle","C","misleading_4","Tête",1,5,"misleading",0,2,-2,0
"345",29,21,"F","Contrôle","C","neutral_1","Journalistes",0,3,"neutral",0,2,1,-1
"346",29,21,"F","Contrôle","C","neutral_2","2ème étage",0,3,"neutral",0,2,1,-1
"347",29,21,"F","Contrôle","C","neutral_3","""députés tous pourris""",1,3,"neutral",0,2,1,-1
"348",29,21,"F","Contrôle","C","neutral_4","bleue",1,5,"neutral",0,2,1,-1
"349",30,18,"F","Contrôle","C","leading_1","Homme",1,3,"leading",0,2,1,1
"350",30,18,"F","Contrôle","C","leading_2","menaces d'assassinat",1,5,"leading",0,2,1,1
"351",30,18,"F","Contrôle","C","leading_3","salle",1,5,"leading",0,2,1,1
"352",30,18,"F","Contrôle","C","leading_4","matraque",1,5,"leading",0,2,1,1
"353",30,18,"F","Contrôle","C","misleading_1","2",0,4,"misleading",0,2,-2,0
"354",30,18,"F","Contrôle","C","misleading_2","Front",1,2,"misleading",0,2,-2,0
"355",30,18,"F","Contrôle","C","misleading_3","Quasiment pleine",1,2,"misleading",0,2,-2,0
"356",30,18,"F","Contrôle","C","misleading_4","Tête",1,2,"misleading",0,2,-2,0
"357",30,18,"F","Contrôle","C","neutral_1","Police",1,5,"neutral",0,2,1,-1
"358",30,18,"F","Contrôle","C","neutral_2","1er étage",1,3,"neutral",0,2,1,-1
"359",30,18,"F","Contrôle","C","neutral_3","""députés tous pourris""",1,4,"neutral",0,2,1,-1
"360",30,18,"F","Contrôle","C","neutral_4","bleue",1,5,"neutral",0,2,1,-1
"361",31,18,"F","Contrôle","C","leading_1","Homme",1,4,"leading",0,2,1,1
"362",31,18,"F","Contrôle","C","leading_2","menaces d'assassinat",1,3,"leading",0,2,1,1
"363",31,18,"F","Contrôle","C","leading_3","salle",1,4,"leading",0,2,1,1
"364",31,18,"F","Contrôle","C","leading_4","matraque",1,5,"leading",0,2,1,1
"365",31,18,"F","Contrôle","C","misleading_1","3",1,2,"misleading",0,2,-2,0
"366",31,18,"F","Contrôle","C","misleading_2","Front",1,1,"misleading",0,2,-2,0
"367",31,18,"F","Contrôle","C","misleading_3","Quasiment vide",0,2,"misleading",0,2,-2,0
"368",31,18,"F","Contrôle","C","misleading_4","Tête",1,4,"misleading",0,2,-2,0
"369",31,18,"F","Contrôle","C","neutral_1","Police",1,4,"neutral",0,2,1,-1
"370",31,18,"F","Contrôle","C","neutral_2","1er étage",1,1,"neutral",0,2,1,-1
"371",31,18,"F","Contrôle","C","neutral_3","""députés tous pourris""",1,2,"neutral",0,2,1,-1
"372",31,18,"F","Contrôle","C","neutral_4","bleue",1,5,"neutral",0,2,1,-1
"373",32,22,"F","Contrôle","C","leading_1","Homme",1,5,"leading",0,2,1,1
"374",32,22,"F","Contrôle","C","leading_2","menaces d'assassinat",1,4,"leading",0,2,1,1
"375",32,22,"F","Contrôle","C","leading_3","salle",1,4,"leading",0,2,1,1
"376",32,22,"F","Contrôle","C","leading_4","matraque",1,3,"leading",0,2,1,1
"377",32,22,"F","Contrôle","C","misleading_1","3",1,2,"misleading",0,2,-2,0
"378",32,22,"F","Contrôle","C","misleading_2","Front",1,2,"misleading",0,2,-2,0
"379",32,22,"F","Contrôle","C","misleading_3","Quasiment pleine",1,1,"misleading",0,2,-2,0
"380",32,22,"F","Contrôle","C","misleading_4","Tête",1,1,"misleading",0,2,-2,0
"381",32,22,"F","Contrôle","C","neutral_1","Journalistes",0,3,"neutral",0,2,1,-1
"382",32,22,"F","Contrôle","C","neutral_2","1er étage",1,1,"neutral",0,2,1,-1
"383",32,22,"F","Contrôle","C","neutral_3","""députés tous pourris""",1,5,"neutral",0,2,1,-1
"384",32,22,"F","Contrôle","C","neutral_4","bleue",1,2,"neutral",0,2,1,-1
"385",33,19,"F","Contrôle","C","leading_1","Homme",1,5,"leading",0,2,1,1
"386",33,19,"F","Contrôle","C","leading_2","menaces d'assassinat",1,5,"leading",0,2,1,1
"387",33,19,"F","Contrôle","C","leading_3","salle",1,5,"leading",0,2,1,1
"388",33,19,"F","Contrôle","C","leading_4","matraque",1,5,"leading",0,2,1,1
"389",33,19,"F","Contrôle","C","misleading_1","3",1,4,"misleading",0,2,-2,0
"390",33,19,"F","Contrôle","C","misleading_2","Bras",0,4,"misleading",0,2,-2,0
"391",33,19,"F","Contrôle","C","misleading_3","Quasiment vide",0,4,"misleading",0,2,-2,0
"392",33,19,"F","Contrôle","C","misleading_4","Tête",1,4,"misleading",0,2,-2,0
"393",33,19,"F","Contrôle","C","neutral_1","Police",1,5,"neutral",0,2,1,-1
"394",33,19,"F","Contrôle","C","neutral_2","1er étage",1,4,"neutral",0,2,1,-1
"395",33,19,"F","Contrôle","C","neutral_3","""députés tous pourris""",1,5,"neutral",0,2,1,-1
"396",33,19,"F","Contrôle","C","neutral_4","bleue",1,5,"neutral",0,2,1,-1
"397",34,17,"F","Contrôle","C","leading_1","Homme",1,4,"leading",0,2,1,1
"398",34,17,"F","Contrôle","C","leading_2","menaces d'assassinat",1,5,"leading",0,2,1,1
"399",34,17,"F","Contrôle","C","leading_3","salle",1,4,"leading",0,2,1,1
"400",34,17,"F","Contrôle","C","leading_4","renversé",0,5,"leading",0,2,1,1
"401",34,17,"F","Contrôle","C","misleading_1","2",0,3,"misleading",0,2,-2,0
"402",34,17,"F","Contrôle","C","misleading_2","Front",1,4,"misleading",0,2,-2,0
"403",34,17,"F","Contrôle","C","misleading_3","Quasiment vide",0,1,"misleading",0,2,-2,0
"404",34,17,"F","Contrôle","C","misleading_4","Tête",1,5,"misleading",0,2,-2,0
"405",34,17,"F","Contrôle","C","neutral_1","Police",1,4,"neutral",0,2,1,-1
"406",34,17,"F","Contrôle","C","neutral_2","1er étage",1,2,"neutral",0,2,1,-1
"407",34,17,"F","Contrôle","C","neutral_3","""à bas les députés""",0,2,"neutral",0,2,1,-1
"408",34,17,"F","Contrôle","C","neutral_4","bleue",1,5,"neutral",0,2,1,-1
"409",35,18,"H","Contrôle","C","leading_1","Homme",1,5,"leading",0,2,1,1
"410",35,18,"H","Contrôle","C","leading_2","menaces d'assassinat",1,3,"leading",0,2,1,1
"411",35,18,"H","Contrôle","C","leading_3","salle",1,5,"leading",0,2,1,1
"412",35,18,"H","Contrôle","C","leading_4","matraque",1,1,"leading",0,2,1,1
"413",35,18,"H","Contrôle","C","misleading_1","3",1,4,"misleading",0,2,-2,0
"414",35,18,"H","Contrôle","C","misleading_2","Front",1,5,"misleading",0,2,-2,0
"415",35,18,"H","Contrôle","C","misleading_3","Quasiment vide",0,2,"misleading",0,2,-2,0
"416",35,18,"H","Contrôle","C","misleading_4","Tête",1,1,"misleading",0,2,-2,0
"417",35,18,"H","Contrôle","C","neutral_1","Police",1,3,"neutral",0,2,1,-1
"418",35,18,"H","Contrôle","C","neutral_2","1er étage",1,1,"neutral",0,2,1,-1
"419",35,18,"H","Contrôle","C","neutral_3","""députés tous pourris""",1,4,"neutral",0,2,1,-1
"420",35,18,"H","Contrôle","C","neutral_4","bleue",1,4,"neutral",0,2,1,-1
"421",36,19,"H","Contrôle","C","leading_1","Homme",1,5,"leading",0,2,1,1
"422",36,19,"H","Contrôle","C","leading_2","menaces d'assassinat",1,4,"leading",0,2,1,1
"423",36,19,"H","Contrôle","C","leading_3","salle",1,1,"leading",0,2,1,1
"424",36,19,"H","Contrôle","C","leading_4","matraque",1,5,"leading",0,2,1,1
"425",36,19,"H","Contrôle","C","misleading_1","3",1,2,"misleading",0,2,-2,0
"426",36,19,"H","Contrôle","C","misleading_2","Bras",0,4,"misleading",0,2,-2,0
"427",36,19,"H","Contrôle","C","misleading_3","Quasiment pleine",1,1,"misleading",0,2,-2,0
"428",36,19,"H","Contrôle","C","misleading_4","Tête",1,5,"misleading",0,2,-2,0
"429",36,19,"H","Contrôle","C","neutral_1","Police",1,3,"neutral",0,2,1,-1
"430",36,19,"H","Contrôle","C","neutral_2","1er étage",1,2,"neutral",0,2,1,-1
"431",36,19,"H","Contrôle","C","neutral_3","""députés tous pourris""",1,5,"neutral",0,2,1,-1
"432",36,19,"H","Contrôle","C","neutral_4","bleue",1,5,"neutral",0,2,1,-1
"433",37,18,"F","Contrôle","C","leading_1","Homme",1,4,"leading",0,2,1,1
"434",37,18,"F","Contrôle","C","leading_2","menaces d'assassinat",1,2,"leading",0,2,1,1
"435",37,18,"F","Contrôle","C","leading_3","salle",1,3,"leading",0,2,1,1
"436",37,18,"F","Contrôle","C","leading_4","matraque",1,4,"leading",0,2,1,1
"437",37,18,"F","Contrôle","C","misleading_1","2",0,3,"misleading",0,2,-2,0
"438",37,18,"F","Contrôle","C","misleading_2","Bras",0,2,"misleading",0,2,-2,0
"439",37,18,"F","Contrôle","C","misleading_3","Quasiment pleine",1,1,"misleading",0,2,-2,0
"440",37,18,"F","Contrôle","C","misleading_4","Tête",1,2,"misleading",0,2,-2,0
"441",37,18,"F","Contrôle","C","neutral_1","Police",1,5,"neutral",0,2,1,-1
"442",37,18,"F","Contrôle","C","neutral_2","1er étage",1,3,"neutral",0,2,1,-1
"443",37,18,"F","Contrôle","C","neutral_3","""députés tous pourris""",1,5,"neutral",0,2,1,-1
"444",37,18,"F","Contrôle","C","neutral_4","bleue",1,5,"neutral",0,2,1,-1
"445",38,17,"F","Contrôle","C","leading_1","Homme",1,4,"leading",0,2,1,1
"446",38,17,"F","Contrôle","C","leading_2","menaces d'assassinat",1,2,"leading",0,2,1,1
"447",38,17,"F","Contrôle","C","leading_3","salle",1,5,"leading",0,2,1,1
"448",38,17,"F","Contrôle","C","leading_4","matraque",1,2,"leading",0,2,1,1
"449",38,17,"F","Contrôle","C","misleading_1","3",1,3,"misleading",0,2,-2,0
"450",38,17,"F","Contrôle","C","misleading_2","Bras",0,4,"misleading",0,2,-2,0
"451",38,17,"F","Contrôle","C","misleading_3","Quasiment pleine",1,3,"misleading",0,2,-2,0
"452",38,17,"F","Contrôle","C","misleading_4","Tête",1,3,"misleading",0,2,-2,0
"453",38,17,"F","Contrôle","C","neutral_1","Police",1,2,"neutral",0,2,1,-1
"454",38,17,"F","Contrôle","C","neutral_2","1er étage",1,2,"neutral",0,2,1,-1
"455",38,17,"F","Contrôle","C","neutral_3","""députés tous pourris""",1,5,"neutral",0,2,1,-1
"456",38,17,"F","Contrôle","C","neutral_4","bleue",1,2,"neutral",0,2,1,-1
"457",39,17,"F","Contrôle","C","leading_1","Homme",1,5,"leading",0,2,1,1
"458",39,17,"F","Contrôle","C","leading_2","menaces d'assassinat",1,3,"leading",0,2,1,1
"459",39,17,"F","Contrôle","C","leading_3","salle",1,4,"leading",0,2,1,1
"460",39,17,"F","Contrôle","C","leading_4","matraque",1,5,"leading",0,2,1,1
"461",39,17,"F","Contrôle","C","misleading_1","3",1,4,"misleading",0,2,-2,0
"462",39,17,"F","Contrôle","C","misleading_2","Front",1,4,"misleading",0,2,-2,0
"463",39,17,"F","Contrôle","C","misleading_3","Quasiment pleine",1,2,"misleading",0,2,-2,0
"464",39,17,"F","Contrôle","C","misleading_4","Tête",1,5,"misleading",0,2,-2,0
"465",39,17,"F","Contrôle","C","neutral_1","Police",1,5,"neutral",0,2,1,-1
"466",39,17,"F","Contrôle","C","neutral_2","2ème étage",0,2,"neutral",0,2,1,-1
"467",39,17,"F","Contrôle","C","neutral_3","""députés tous pourris""",1,3,"neutral",0,2,1,-1
"468",39,17,"F","Contrôle","C","neutral_4","bleue",1,4,"neutral",0,2,1,-1
"469",40,20,"F","Contrôle","C","leading_1","Femme",0,3,"leading",0,2,1,1
"470",40,20,"F","Contrôle","C","leading_2","menaces d'assassinat",1,1,"leading",0,2,1,1
"471",40,20,"F","Contrôle","C","leading_3","salle",1,5,"leading",0,2,1,1
"472",40,20,"F","Contrôle","C","leading_4","matraque",1,5,"leading",0,2,1,1
"473",40,20,"F","Contrôle","C","misleading_1","3",1,4,"misleading",0,2,-2,0
"474",40,20,"F","Contrôle","C","misleading_2","Front",1,4,"misleading",0,2,-2,0
"475",40,20,"F","Contrôle","C","misleading_3","Quasiment pleine",1,2,"misleading",0,2,-2,0
"476",40,20,"F","Contrôle","C","misleading_4","Tête",1,4,"misleading",0,2,-2,0
"477",40,20,"F","Contrôle","C","neutral_1","Journalistes",0,5,"neutral",0,2,1,-1
"478",40,20,"F","Contrôle","C","neutral_2","2ème étage",0,3,"neutral",0,2,1,-1
"479",40,20,"F","Contrôle","C","neutral_3","""députés tous pourris""",1,4,"neutral",0,2,1,-1
"480",40,20,"F","Contrôle","C","neutral_4","bleue",1,4,"neutral",0,2,1,-1
"481",41,20,"F","Imagerie avant","A","leading_1","2",0,2,"leading",-1,-1,1,1
"482",41,20,"F","Imagerie avant","A","leading_2","Front",1,5,"leading",-1,-1,1,1
"483",41,20,"F","Imagerie avant","A","leading_3","Quasiment pleine",1,4,"leading",-1,-1,1,1
"484",41,20,"F","Imagerie avant","A","leading_4","Tête",1,5,"leading",-1,-1,1,1
"485",41,20,"F","Imagerie avant","A","misleading_1","Police",1,3,"misleading",-1,-1,-2,0
"486",41,20,"F","Imagerie avant","A","misleading_2","1er étage",1,3,"misleading",-1,-1,-2,0
"487",41,20,"F","Imagerie avant","A","misleading_3","""députés tous pourris""",1,5,"misleading",-1,-1,-2,0
"488",41,20,"F","Imagerie avant","A","misleading_4","bleue",1,5,"misleading",-1,-1,-2,0
"489",41,20,"F","Imagerie avant","A","neutral_1","Homme",1,2,"neutral",-1,-1,1,-1
"490",41,20,"F","Imagerie avant","A","neutral_2","menaces d'attentat",0,3,"neutral",-1,-1,1,-1
"491",41,20,"F","Imagerie avant","A","neutral_3","salle",1,5,"neutral",-1,-1,1,-1
"492",41,20,"F","Imagerie avant","A","neutral_4","matraque",1,5,"neutral",-1,-1,1,-1
"493",42,18,"M","Imagerie avant","A","leading_1","2",0,1,"leading",-1,-1,1,1
"494",42,18,"M","Imagerie avant","A","leading_2","Front",1,5,"leading",-1,-1,1,1
"495",42,18,"M","Imagerie avant","A","leading_3","Quasiment pleine",1,2,"leading",-1,-1,1,1
"496",42,18,"M","Imagerie avant","A","leading_4","Tête",1,4,"leading",-1,-1,1,1
"497",42,18,"M","Imagerie avant","A","misleading_1","Police",1,5,"misleading",-1,-1,-2,0
"498",42,18,"M","Imagerie avant","A","misleading_2","2ème étage",0,5,"misleading",-1,-1,-2,0
"499",42,18,"M","Imagerie avant","A","misleading_3","""députés tous pourris""",1,5,"misleading",-1,-1,-2,0
"500",42,18,"M","Imagerie avant","A","misleading_4","blanche",0,4,"misleading",-1,-1,-2,0
"501",42,18,"M","Imagerie avant","A","neutral_1","Homme",1,5,"neutral",-1,-1,1,-1
"502",42,18,"M","Imagerie avant","A","neutral_2","menaces d'assassinat",1,5,"neutral",-1,-1,1,-1
"503",42,18,"M","Imagerie avant","A","neutral_3","salle",1,5,"neutral",-1,-1,1,-1
"504",42,18,"M","Imagerie avant","A","neutral_4","matraque",1,5,"neutral",-1,-1,1,-1
"505",43,19,"F","Imagerie avant","A","leading_1","3",1,3,"leading",-1,-1,1,1
"506",43,19,"F","Imagerie avant","A","leading_2","Bras",0,1,"leading",-1,-1,1,1
"507",43,19,"F","Imagerie avant","A","leading_3","Quasiment vide",0,1,"leading",-1,-1,1,1
"508",43,19,"F","Imagerie avant","A","leading_4","Tête",1,3,"leading",-1,-1,1,1
"509",43,19,"F","Imagerie avant","A","misleading_1","Journalistes",0,3,"misleading",-1,-1,-2,0
"510",43,19,"F","Imagerie avant","A","misleading_2","1er étage",1,3,"misleading",-1,-1,-2,0
"511",43,19,"F","Imagerie avant","A","misleading_3","""à bas les députés""",0,4,"misleading",-1,-1,-2,0
"512",43,19,"F","Imagerie avant","A","misleading_4","bleue",1,2,"misleading",-1,-1,-2,0
"513",43,19,"F","Imagerie avant","A","neutral_1","Homme",1,5,"neutral",-1,-1,1,-1
"514",43,19,"F","Imagerie avant","A","neutral_2","menaces d'assassinat",1,5,"neutral",-1,-1,1,-1
"515",43,19,"F","Imagerie avant","A","neutral_3","salle",1,4,"neutral",-1,-1,1,-1
"516",43,19,"F","Imagerie avant","A","neutral_4","matraque",1,5,"neutral",-1,-1,1,-1
"517",44,17,"F","Imagerie avant","A","leading_1","3",1,5,"leading",-1,-1,1,1
"518",44,17,"F","Imagerie avant","A","leading_2","Front",1,4,"leading",-1,-1,1,1
"519",44,17,"F","Imagerie avant","A","leading_3","Quasiment pleine",1,5,"leading",-1,-1,1,1
"520",44,17,"F","Imagerie avant","A","leading_4","Tête",1,5,"leading",-1,-1,1,1
"521",44,17,"F","Imagerie avant","A","misleading_1","Police",1,3,"misleading",-1,-1,-2,0
"522",44,17,"F","Imagerie avant","A","misleading_2","1er étage",1,4,"misleading",-1,-1,-2,0
"523",44,17,"F","Imagerie avant","A","misleading_3","""députés tous pourris""",1,5,"misleading",-1,-1,-2,0
"524",44,17,"F","Imagerie avant","A","misleading_4","bleue",1,5,"misleading",-1,-1,-2,0
"525",44,17,"F","Imagerie avant","A","neutral_1","Homme",1,5,"neutral",-1,-1,1,-1
"526",44,17,"F","Imagerie avant","A","neutral_2","menaces d'attentat",0,3,"neutral",-1,-1,1,-1
"527",44,17,"F","Imagerie avant","A","neutral_3","salle",1,4,"neutral",-1,-1,1,-1
"528",44,17,"F","Imagerie avant","A","neutral_4","matraque",1,3,"neutral",-1,-1,1,-1
"529",45,20,"M","Imagerie avant","A","leading_1","3",1,4,"leading",-1,-1,1,1
"530",45,20,"M","Imagerie avant","A","leading_2","Front",1,3,"leading",-1,-1,1,1
"531",45,20,"M","Imagerie avant","A","leading_3","Quasiment pleine",1,2,"leading",-1,-1,1,1
"532",45,20,"M","Imagerie avant","A","leading_4","Tête",1,3,"leading",-1,-1,1,1
"533",45,20,"M","Imagerie avant","A","misleading_1","Journalistes",0,5,"misleading",-1,-1,-2,0
"534",45,20,"M","Imagerie avant","A","misleading_2","1er étage",1,2,"misleading",-1,-1,-2,0
"535",45,20,"M","Imagerie avant","A","misleading_3","""députés tous pourris""",1,4,"misleading",-1,-1,-2,0
"536",45,20,"M","Imagerie avant","A","misleading_4","bleue",1,3,"misleading",-1,-1,-2,0
"537",45,20,"M","Imagerie avant","A","neutral_1","Homme",1,4,"neutral",-1,-1,1,-1
"538",45,20,"M","Imagerie avant","A","neutral_2","menaces d'assassinat",1,3,"neutral",-1,-1,1,-1
"539",45,20,"M","Imagerie avant","A","neutral_3","salle",1,5,"neutral",-1,-1,1,-1
"540",45,20,"M","Imagerie avant","A","neutral_4","renversé",0,4,"neutral",-1,-1,1,-1
"541",46,21,"F","Imagerie avant","A","leading_1","3",1,2,"leading",-1,-1,1,1
"542",46,21,"F","Imagerie avant","A","leading_2","Front",1,3,"leading",-1,-1,1,1
"543",46,21,"F","Imagerie avant","A","leading_3","Quasiment pleine",1,2,"leading",-1,-1,1,1
"544",46,21,"F","Imagerie avant","A","leading_4","Tête",1,4,"leading",-1,-1,1,1
"545",46,21,"F","Imagerie avant","A","misleading_1","Police",1,3,"misleading",-1,-1,-2,0
"546",46,21,"F","Imagerie avant","A","misleading_2","2ème étage",0,3,"misleading",-1,-1,-2,0
"547",46,21,"F","Imagerie avant","A","misleading_3","""députés tous pourris""",1,3,"misleading",-1,-1,-2,0
"548",46,21,"F","Imagerie avant","A","misleading_4","bleue",1,4,"misleading",-1,-1,-2,0
"549",46,21,"F","Imagerie avant","A","neutral_1","Homme",1,3,"neutral",-1,-1,1,-1
"550",46,21,"F","Imagerie avant","A","neutral_2","menaces d'attentat",0,3,"neutral",-1,-1,1,-1
"551",46,21,"F","Imagerie avant","A","neutral_3","salle",1,3,"neutral",-1,-1,1,-1
"552",46,21,"F","Imagerie avant","A","neutral_4","renversé",0,3,"neutral",-1,-1,1,-1
"553",47,18,"F","Imagerie avant","A","leading_1","3",1,4,"leading",-1,-1,1,1
"554",47,18,"F","Imagerie avant","A","leading_2","Front",1,4,"leading",-1,-1,1,1
"555",47,18,"F","Imagerie avant","A","leading_3","Quasiment pleine",1,2,"leading",-1,-1,1,1
"556",47,18,"F","Imagerie avant","A","leading_4","Tête",1,5,"leading",-1,-1,1,1
"557",47,18,"F","Imagerie avant","A","misleading_1","Police",1,5,"misleading",-1,-1,-2,0
"558",47,18,"F","Imagerie avant","A","misleading_2","2ème étage",0,5,"misleading",-1,-1,-2,0
"559",47,18,"F","Imagerie avant","A","misleading_3","""députés tous pourris""",1,4,"misleading",-1,-1,-2,0
"560",47,18,"F","Imagerie avant","A","misleading_4","bleue",1,4,"misleading",-1,-1,-2,0
"561",47,18,"F","Imagerie avant","A","neutral_1","Homme",1,5,"neutral",-1,-1,1,-1
"562",47,18,"F","Imagerie avant","A","neutral_2","menaces d'assassinat",1,2,"neutral",-1,-1,1,-1
"563",47,18,"F","Imagerie avant","A","neutral_3","salle",1,5,"neutral",-1,-1,1,-1
"564",47,18,"F","Imagerie avant","A","neutral_4","matraque",1,5,"neutral",-1,-1,1,-1
"565",48,20,"F","Imagerie avant","A","leading_1","3",1,4,"leading",-1,-1,1,1
"566",48,20,"F","Imagerie avant","A","leading_2","Front",1,3,"leading",-1,-1,1,1
"567",48,20,"F","Imagerie avant","A","leading_3","Quasiment pleine",1,2,"leading",-1,-1,1,1
"568",48,20,"F","Imagerie avant","A","leading_4","Tête",1,2,"leading",-1,-1,1,1
"569",48,20,"F","Imagerie avant","A","misleading_1","Police",1,4,"misleading",-1,-1,-2,0
"570",48,20,"F","Imagerie avant","A","misleading_2","2ème étage",0,5,"misleading",-1,-1,-2,0
"571",48,20,"F","Imagerie avant","A","misleading_3","""députés tous pourris""",1,2,"misleading",-1,-1,-2,0
"572",48,20,"F","Imagerie avant","A","misleading_4","bleue",1,5,"misleading",-1,-1,-2,0
"573",48,20,"F","Imagerie avant","A","neutral_1","Homme",1,5,"neutral",-1,-1,1,-1
"574",48,20,"F","Imagerie avant","A","neutral_2","menaces d'assassinat",1,3,"neutral",-1,-1,1,-1
"575",48,20,"F","Imagerie avant","A","neutral_3","salle",1,5,"neutral",-1,-1,1,-1
"576",48,20,"F","Imagerie avant","A","neutral_4","matraque",1,3,"neutral",-1,-1,1,-1
"577",49,20,"H","Imagerie avant","A","leading_1","3",1,4,"leading",-1,-1,1,1
"578",49,20,"H","Imagerie avant","A","leading_2","Front",1,5,"leading",-1,-1,1,1
"579",49,20,"H","Imagerie avant","A","leading_3","Quasiment pleine",1,3,"leading",-1,-1,1,1
"580",49,20,"H","Imagerie avant","A","leading_4","Tête",1,4,"leading",-1,-1,1,1
"581",49,20,"H","Imagerie avant","A","misleading_1","Journalistes",0,4,"misleading",-1,-1,-2,0
"582",49,20,"H","Imagerie avant","A","misleading_2","1er étage",1,4,"misleading",-1,-1,-2,0
"583",49,20,"H","Imagerie avant","A","misleading_3","""députés tous pourris""",1,5,"misleading",-1,-1,-2,0
"584",49,20,"H","Imagerie avant","A","misleading_4","blanche",0,4,"misleading",-1,-1,-2,0
"585",49,20,"H","Imagerie avant","A","neutral_1","Homme",1,5,"neutral",-1,-1,1,-1
"586",49,20,"H","Imagerie avant","A","neutral_2","menaces d'assassinat",1,5,"neutral",-1,-1,1,-1
