"","ppt","sex","age","condition","item_type","item","resp","item_type_rc_1","item_type_rc_2","cond_rc"
"2155","C36","F",19,"Control","Unstudied","Soldat",2,-1,-1,0.5
"2156","C36","F",19,"Control","Unstudied","Train",2,-1,-1,0.5
"2157","C36","F",19,"Control","Studied","Tricot",4,1,-1,0.5
"2158","C36","F",19,"Control","Lure","Vin",2,0,2,0.5
"2159","C36","F",19,"Control","Lure","Voiture",2,0,2,0.5
"2160","C36","F",19,"Control","Unstudied","wagon",4,-1,-1,0.5
"2161","C37","H",22,"Control","Lure","Abeille",1,0,2,0.5
"2162","C37","H",22,"Control","Studied","Accident",4,1,-1,0.5
"2163","C37","H",22,"Control","Studied","Alcool",4,1,-1,0.5
"2164","C37","H",22,"Control","Studied","Amende",4,1,-1,0.5
"2165","C37","H",22,"Control","Unstudied","Arbre",1,-1,-1,0.5
"2166","C37","H",22,"Control","Unstudied","Argent",1,-1,-1,0.5
"2167","C37","H",22,"Control","Unstudied","Armée",1,-1,-1,0.5
"2168","C37","H",22,"Control","Unstudied","Bain",1,-1,-1,0.5
"2169","C37","H",22,"Control","Studied","Barrique",4,1,-1,0.5
"2170","C37","H",22,"Control","Unstudied","Bois",1,-1,-1,0.5
"2171","C37","H",22,"Control","Studied","Botte",4,1,-1,0.5
"2172","C37","H",22,"Control","Studied","Bureau",4,1,-1,0.5
"2173","C37","H",22,"Control","Unstudied","Canon",1,-1,-1,0.5
"2174","C37","H",22,"Control","Studied","Chaise",4,1,-1,0.5
"2175","C37","H",22,"Control","Studied","Chalet",4,1,-1,0.5
"2176","C37","H",22,"Control","Lure","Chaussure",4,0,2,0.5
"2177","C37","H",22,"Control","Unstudied","Chêne",1,-1,-1,0.5
"2178","C37","H",22,"Control","Studied","Clé",3,1,-1,0.5
"2179","C37","H",22,"Control","Studied","Clocher",4,1,-1,0.5
"2180","C37","H",22,"Control","Studied","Couverture",2,1,-1,0.5
"2181","C37","H",22,"Control","Studied","Croix",4,1,-1,0.5
"2182","C37","H",22,"Control","Lure","Eglise",1,0,2,0.5
"2183","C37","H",22,"Control","Lure","Fauteuil",4,0,2,0.5
"2184","C37","H",22,"Control","Studied","Fenêtre",4,1,-1,0.5
"2185","C37","H",22,"Control","Unstudied","Feu",2,-1,-1,0.5
"2186","C37","H",22,"Control","Unstudied","Flamme",2,-1,-1,0.5
"2187","C37","H",22,"Control","Unstudied","Forêt",2,-1,-1,0.5
"2188","C37","H",22,"Control","Unstudied","Fumée",1,-1,-1,0.5
"2189","C37","H",22,"Control","Unstudied","Fusil",1,-1,-1,0.5
"2190","C37","H",22,"Control","Unstudied","Gare",1,-1,-1,0.5
"2191","C37","H",22,"Control","Unstudied","Incendie",2,-1,-1,0.5
"2192","C37","H",22,"Control","Studied","Ivresse",4,1,-1,0.5
"2193","C37","H",22,"Control","Lure","Laine",1,0,2,0.5
"2194","C37","H",22,"Control","Unstudied","Lavande",1,-1,-1,0.5
"2195","C37","H",22,"Control","Studied","Luge",4,1,-1,0.5
"2196","C37","H",22,"Control","Unstudied","Métal",1,-1,-1,0.5
"2197","C37","H",22,"Control","Unstudied","Métro",1,-1,-1,0.5
"2198","C37","H",22,"Control","Studied","Miel",4,1,-1,0.5
"2199","C37","H",22,"Control","Studied","Moteur",4,1,-1,0.5
"2200","C37","H",22,"Control","Unstudied","Mousse",1,-1,-1,0.5
"2201","C37","H",22,"Control","Studied","Mouton",2,1,-1,0.5
"2202","C37","H",22,"Control","Lure","Neige",1,0,2,0.5
"2203","C37","H",22,"Control","Studied","Nid",2,1,-1,0.5
"2204","C37","H",22,"Control","Unstudied","Or",1,-1,-1,0.5
"2205","C37","H",22,"Control","Studied","Pantoufle",4,1,-1,0.5
"2206","C37","H",22,"Control","Studied","Pied",4,1,-1,0.5
"2207","C37","H",22,"Control","Lure","Porte",1,0,2,0.5
"2208","C37","H",22,"Control","Studied","Prêtre",2,1,-1,0.5
"2209","C37","H",22,"Control","Studied","Reine",4,1,-1,0.5
"2210","C37","H",22,"Control","Unstudied","Salaire",1,-1,-1,0.5
"2211","C37","H",22,"Control","Unstudied","Savon",2,-1,-1,0.5
"2212","C37","H",22,"Control","Studied","Semelle",2,1,-1,0.5
"2213","C37","H",22,"Control","Studied","Seuil",4,1,-1,0.5
"2214","C37","H",22,"Control","Studied","Ski",4,1,-1,0.5
"2215","C37","H",22,"Control","Unstudied","Soldat",2,-1,-1,0.5
"2216","C37","H",22,"Control","Unstudied","Train",2,-1,-1,0.5
"2217","C37","H",22,"Control","Studied","Tricot",4,1,-1,0.5
"2218","C37","H",22,"Control","Lure","Vin",1,0,2,0.5
"2219","C37","H",22,"Control","Lure","Voiture",2,0,2,0.5
"2220","C37","H",22,"Control","Unstudied","Wagon",2,-1,-1,0.5
"2221","C38","F",22,"Control","Lure","Abeille",1,0,2,0.5
"2222","C38","F",22,"Control","Studied","Accident",4,1,-1,0.5
"2223","C38","F",22,"Control","Studied","Alcool",4,1,-1,0.5
"2224","C38","F",22,"Control","Studied","Amende",2,1,-1,0.5
"2225","C38","F",22,"Control","Unstudied","Arbre",2,-1,-1,0.5
"2226","C38","F",22,"Control","Unstudied","Argent",2,-1,-1,0.5
"2227","C38","F",22,"Control","Unstudied","Armée",2,-1,-1,0.5
"2228","C38","F",22,"Control","Unstudied","Bain",2,-1,-1,0.5
"2229","C38","F",22,"Control","Studied","Barrique",4,1,-1,0.5
"2230","C38","F",22,"Control","Unstudied","Bois",3,-1,-1,0.5
"2231","C38","F",22,"Control","Studied","Botte",4,1,-1,0.5
"2232","C38","F",22,"Control","Studied","Bureau",4,1,-1,0.5
"2233","C38","F",22,"Control","Unstudied","Canon",2,-1,-1,0.5
"2234","C38","F",22,"Control","Studied","Chaise",4,1,-1,0.5
"2235","C38","F",22,"Control","Studied","Chalet",4,1,-1,0.5
"2236","C38","F",22,"Control","Lure","Chaussure",1,0,2,0.5
"2237","C38","F",22,"Control","Unstudied","Chêne",3,-1,-1,0.5
"2238","C38","F",22,"Control","Studied","Clé",4,1,-1,0.5
"2239","C38","F",22,"Control","Studied","Clocher",4,1,-1,0.5
"2240","C38","F",22,"Control","Studied","Couverture",3,1,-1,0.5
"2241","C38","F",22,"Control","Studied","Croix",4,1,-1,0.5
"2242","C38","F",22,"Control","Lure","Eglise",1,0,2,0.5
"2243","C38","F",22,"Control","Lure","Fauteuil",4,0,2,0.5
"2244","C38","F",22,"Control","Studied","Fenêtre",4,1,-1,0.5
"2245","C38","F",22,"Control","Unstudied","Feu",1,-1,-1,0.5
"2246","C38","F",22,"Control","Unstudied","Flamme",1,-1,-1,0.5
"2247","C38","F",22,"Control","Unstudied","Forêt",1,-1,-1,0.5
"2248","C38","F",22,"Control","Unstudied","Fumée",1,-1,-1,0.5
"2249","C38","F",22,"Control","Unstudied","Fusil",2,-1,-1,0.5
"2250","C38","F",22,"Control","Unstudied","Gare",2,-1,-1,0.5
"2251","C38","F",22,"Control","Unstudied","Incendie",2,-1,-1,0.5
"2252","C38","F",22,"Control","Studied","Ivresse",4,1,-1,0.5
"2253","C38","F",22,"Control","Lure","Laine",2,0,2,0.5
"2254","C38","F",22,"Control","Unstudied","Lavande",1,-1,-1,0.5
"2255","C38","F",22,"Control","Studied","Luge",3,1,-1,0.5
"2256","C38","F",22,"Control","Unstudied","Métal",1,-1,-1,0.5
"2257","C38","F",22,"Control","Unstudied","Métro",1,-1,-1,0.5
"2258","C38","F",22,"Control","Studied","Miel",4,1,-1,0.5
"2259","C38","F",22,"Control","Studied","Moteur",4,1,-1,0.5
"2260","C38","F",22,"Control","Unstudied","Mousse",2,-1,-1,0.5
"2261","C38","F",22,"Control","Studied","Mouton",4,1,-1,0.5
"2262","C38","F",22,"Control","Lure","Neige",4,0,2,0.5
"2263","C38","F",22,"Control","Studied","Nid",2,1,-1,0.5
"2264","C38","F",22,"Control","Unstudied","Or",2,-1,-1,0.5
"2265","C38","F",22,"Control","Studied","Pantoufle",4,1,-1,0.5
"2266","C38","F",22,"Control","Studied","Pied",4,1,-1,0.5
"2267","C38","F",22,"Control","Lure","Porte",1,0,2,0.5
"2268","C38","F",22,"Control","Studied","Prêtre",4,1,-1,0.5
"2269","C38","F",22,"Control","Studied","Reine",4,1,-1,0.5
"2270","C38","F",22,"Control","Unstudied","Salaire",2,-1,-1,0.5
"2271","C38","F",22,"Control","Unstudied","Savon",2,-1,-1,0.5
"2272","C38","F",22,"Control","Studied","Semelle",3,1,-1,0.5
"2273","C38","F",22,"Control","Studied","Seuil",4,1,-1,0.5
"2274","C38","F",22,"Control","Studied","Ski",4,1,-1,0.5
"2275","C38","F",22,"Control","Unstudied","Soldat",2,-1,-1,0.5
"2276","C38","F",22,"Control","Unstudied","Train",2,-1,-1,0.5
"2277","C38","F",22,"Control","Studied","Tricot",4,1,-1,0.5
"2278","C38","F",22,"Control","Lure","Vin",1,0,2,0.5
"2279","C38","F",22,"Control","Lure","Voiture",1,0,2,0.5
"2280","C38","F",22,"Control","Unstudied","Wagon",2,-1,-1,0.5
"2281","C39","F",22,"Control","Lure","Abeille",3,0,2,0.5
"2282","C39","F",22,"Control","Studied","Accident",4,1,-1,0.5
"2283","C39","F",22,"Control","Studied","Alcool",4,1,-1,0.5
"2284","C39","F",22,"Control","Studied","Amende",3,1,-1,0.5
"2285","C39","F",22,"Control","Unstudied","Arbre",1,-1,-1,0.5
"2286","C39","F",22,"Control","Unstudied","Argent",1,-1,-1,0.5
"2287","C39","F",22,"Control","Unstudied","Armée",1,-1,-1,0.5
"2288","C39","F",22,"Control","Unstudied","Bain",1,-1,-1,0.5
"2289","C39","F",22,"Control","Studied","Barrique",4,1,-1,0.5
"2290","C39","F",22,"Control","Unstudied","Bois",1,-1,-1,0.5
"2291","C39","F",22,"Control","Studied","Botte",2,1,-1,0.5
"2292","C39","F",22,"Control","Studied","Bureau",4,1,-1,0.5
"2293","C39","F",22,"Control","Unstudied","Canon",2,-1,-1,0.5
"2294","C39","F",22,"Control","Studied","Chaise",2,1,-1,0.5
"2295","C39","F",22,"Control","Studied","Chalet",4,1,-1,0.5
"2296","C39","F",22,"Control","Lure","Chaussure",3,0,2,0.5
"2297","C39","F",22,"Control","Unstudied","Chêne",1,-1,-1,0.5
"2298","C39","F",22,"Control","Studied","Clé",1,1,-1,0.5
"2299","C39","F",22,"Control","Studied","Clocher",4,1,-1,0.5
"2300","C39","F",22,"Control","Studied","Couverture",4,1,-1,0.5
"2301","C39","F",22,"Control","Studied","Croix",4,1,-1,0.5
"2302","C39","F",22,"Control","Lure","Eglise",4,0,2,0.5
"2303","C39","F",22,"Control","Lure","Fauteuil",4,0,2,0.5
"2304","C39","F",22,"Control","Studied","Fenêtre",1,1,-1,0.5
"2305","C39","F",22,"Control","Unstudied","Feu",1,-1,-1,0.5
"2306","C39","F",22,"Control","Unstudied","Flamme",1,-1,-1,0.5
"2307","C39","F",22,"Control","Unstudied","Forêt",1,-1,-1,0.5
"2308","C39","F",22,"Control","Unstudied","Fumée",1,-1,-1,0.5
"2309","C39","F",22,"Control","Unstudied","Fusil",1,-1,-1,0.5
"2310","C39","F",22,"Control","Unstudied","Gare",1,-1,-1,0.5
"2311","C39","F",22,"Control","Unstudied","Incendie",1,-1,-1,0.5
"2312","C39","F",22,"Control","Studied","Ivresse",4,1,-1,0.5
"2313","C39","F",22,"Control","Lure","Laine",4,0,2,0.5
"2314","C39","F",22,"Control","Unstudied","Lavande",2,-1,-1,0.5
"2315","C39","F",22,"Control","Studied","Luge",3,1,-1,0.5
"2316","C39","F",22,"Control","Unstudied","Métal",3,-1,-1,0.5
"2317","C39","F",22,"Control","Unstudied","Métro",2,-1,-1,0.5
"2318","C39","F",22,"Control","Studied","Miel",1,1,-1,0.5
"2319","C39","F",22,"Control","Studied","Moteur",2,1,-1,0.5
"2320","C39","F",22,"Control","Unstudied","Mousse",2,-1,-1,0.5
"2321","C39","F",22,"Control","Studied","Mouton",2,1,-1,0.5
"2322","C39","F",22,"Control","Lure","Neige",4,0,2,0.5
"2323","C39","F",22,"Control","Studied","Nid",3,1,-1,0.5
"2324","C39","F",22,"Control","Unstudied","Or",4,-1,-1,0.5
"2325","C39","F",22,"Control","Studied","Pantoufle",4,1,-1,0.5
"2326","C39","F",22,"Control","Studied","Pied",2,1,-1,0.5
"2327","C39","F",22,"Control","Lure","Porte",2,0,2,0.5
"2328","C39","F",22,"Control","Studied","Prêtre",4,1,-1,0.5
"2329","C39","F",22,"Control","Studied","Reine",2,1,-1,0.5
"2330","C39","F",22,"Control","Unstudied","Salaire",2,-1,-1,0.5
"2331","C39","F",22,"Control","Unstudied","Savon",3,-1,-1,0.5
"2332","C39","F",22,"Control","Studied","Semelle",2,1,-1,0.5
"2333","C39","F",22,"Control","Studied","Seuil",1,1,-1,0.5
"2334","C39","F",22,"Control","Studied","Ski",4,1,-1,0.5
"2335","C39","F",22,"Control","Unstudied","Soldat",4,-1,-1,0.5
"2336","C39","F",22,"Control","Unstudied","Train",2,-1,-1,0.5
"2337","C39","F",22,"Control","Studied","Tricot",4,1,-1,0.5
"2338","C39","F",22,"Control","Lure","Vin",4,0,2,0.5
"2339","C39","F",22,"Control","Lure","Voiture",4,0,2,0.5
"2340","C39","F",22,"Control","Unstudied","wagon",4,-1,-1,0.5
"2341","C40","F",22,"Control","Lure","Abeille",4,0,2,0.5
"2342","C40","F",22,"Control","Studied","Accident",4,1,-1,0.5
"2343","C40","F",22,"Control","Studied","Alcool",4,1,-1,0.5
"2344","C40","F",22,"Control","Studied","Amende",4,1,-1,0.5
"2345","C40","F",22,"Control","Unstudied","Arbre",1,-1,-1,0.5
"2346","C40","F",22,"Control","Unstudied","Argent",1,-1,-1,0.5
"2347","C40","F",22,"Control","Unstudied","Armée",1,-1,-1,0.5
"2348","C40","F",22,"Control","Unstudied","Bain",1,-1,-1,0.5
"2349","C40","F",22,"Control","Studied","Barrique",4,1,-1,0.5
"2350","C40","F",22,"Control","Unstudied","Bois",1,-1,-1,0.5
"2351","C40","F",22,"Control","Studied","Botte",4,1,-1,0.5
"2352","C40","F",22,"Control","Studied","Bureau",1,1,-1,0.5
"2353","C40","F",22,"Control","Unstudied","Canon",1,-1,-1,0.5
"2354","C40","F",22,"Control","Studied","Chaise",4,1,-1,0.5
"2355","C40","F",22,"Control","Studied","Chalet",3,1,-1,0.5
"2356","C40","F",22,"Control","Lure","Chaussure",4,0,2,0.5
"2357","C40","F",22,"Control","Unstudied","Chêne",1,-1,-1,0.5
"2358","C40","F",22,"Control","Studied","Clé",4,1,-1,0.5
"2359","C40","F",22,"Control","Studied","Clocher",4,1,-1,0.5
"2360","C40","F",22,"Control","Studied","Couverture",1,1,-1,0.5
"2361","C40","F",22,"Control","Studied","Croix",4,1,-1,0.5
"2362","C40","F",22,"Control","Lure","Eglise",3,0,2,0.5
"2363","C40","F",22,"Control","Lure","Fauteuil",1,0,2,0.5
"2364","C40","F",22,"Control","Studied","Fenêtre",4,1,-1,0.5
"2365","C40","F",22,"Control","Unstudied","Feu",3,-1,-1,0.5
"2366","C40","F",22,"Control","Unstudied","Flamme",1,-1,-1,0.5
"2367","C40","F",22,"Control","Unstudied","Forêt",1,-1,-1,0.5
"2368","C40","F",22,"Control","Unstudied","Fumée",1,-1,-1,0.5
"2369","C40","F",22,"Control","Unstudied","Fusil",1,-1,-1,0.5
"2370","C40","F",22,"Control","Unstudied","Gare",1,-1,-1,0.5
"2371","C40","F",22,"Control","Unstudied","Incendie",1,-1,-1,0.5
"2372","C40","F",22,"Control","Studied","Ivresse",4,1,-1,0.5
"2373","C40","F",22,"Control","Lure","Laine",3,0,2,0.5
"2374","C40","F",22,"Control","Unstudied","Lavande",1,-1,-1,0.5
"2375","C40","F",22,"Control","Studied","Luge",2,1,-1,0.5
"2376","C40","F",22,"Control","Unstudied","Métal",1,-1,-1,0.5
"2377","C40","F",22,"Control","Unstudied","Métro",1,-1,-1,0.5
"2378","C40","F",22,"Control","Studied","Miel",4,1,-1,0.5
"2379","C40","F",22,"Control","Studied","Moteur",2,1,-1,0.5
"2380","C40","F",22,"Control","Unstudied","Mousse",1,-1,-1,0.5
"2381","C40","F",22,"Control","Studied","Mouton",1,1,-1,0.5
"2382","C40","F",22,"Control","Lure","Neige",4,0,2,0.5
"2383","C40","F",22,"Control","Studied","Nid",1,1,-1,0.5
"2384","C40","F",22,"Control","Unstudied","Or",1,-1,-1,0.5
"2385","C40","F",22,"Control","Studied","Pantoufle",3,1,-1,0.5
"2386","C40","F",22,"Control","Studied","Pied",4,1,-1,0.5
"2387","C40","F",22,"Control","Lure","Porte",1,0,2,0.5
"2388","C40","F",22,"Control","Studied","Prêtre",3,1,-1,0.5
"2389","C40","F",22,"Control","Studied","Reine",4,1,-1,0.5
"2390","C40","F",22,"Control","Unstudied","Salaire",1,-1,-1,0.5
"2391","C40","F",22,"Control","Unstudied","Savon",1,-1,-1,0.5
"2392","C40","F",22,"Control","Studied","Semelle",4,1,-1,0.5
"2393","C40","F",22,"Control","Studied","Seuil",1,1,-1,0.5
"2394","C40","F",22,"Control","Studied","Ski",4,1,-1,0.5
"2395","C40","F",22,"Control","Unstudied","Soldat",2,-1,-1,0.5
"2396","C40","F",22,"Control","Unstudied","Train",1,-1,-1,0.5
"2397","C40","F",22,"Control","Studied","Tricot",3,1,-1,0.5
"2398","C40","F",22,"Control","Lure","Vin",1,0,2,0.5
"2399","C40","F",22,"Control","Lure","Voiture",4,0,2,0.5
"2400","C40","F",22,"Control","Unstudied","Wagon",1,-1,-1,0.5
"2401","I1","F",20,"Imagery","Lure","Abeille",1,0,2,-0.5
"2402","I1","F",20,"Imagery","Studied","Accident",4,1,-1,-0.5
"2403","I1","F",20,"Imagery","Studied","Alcool",4,1,-1,-0.5
"2404","I1","F",20,"Imagery","Studied","Amende",4,1,-1,-0.5
"2405","I1","F",20,"Imagery","Unstudied","Arbre",4,-1,-1,-0.5
"2406","I1","F",20,"Imagery","Unstudied","Argent",1,-1,-1,-0.5
"2407","I1","F",20,"Imagery","Unstudied","Armée",1,-1,-1,-0.5
"2408","I1","F",20,"Imagery","Unstudied","Bain",1,-1,-1,-0.5
"2409","I1","F",20,"Imagery","Studied","Barrique",4,1,-1,-0.5
"2410","I1","F",20,"Imagery","Unstudied","Bois",1,-1,-1,-0.5
"2411","I1","F",20,"Imagery","Studied","Botte",4,1,-1,-0.5
"2412","I1","F",20,"Imagery","Studied","Bureau",4,1,-1,-0.5
"2413","I1","F",20,"Imagery","Unstudied","Canon",1,-1,-1,-0.5
"2414","I1","F",20,"Imagery","Studied","Chaise",4,1,-1,-0.5
"2415","I1","F",20,"Imagery","Studied","Chalet",4,1,-1,-0.5
"2416","I1","F",20,"Imagery","Lure","Chaussure",4,0,2,-0.5
"2417","I1","F",20,"Imagery","Unstudied","Chêne",1,-1,-1,-0.5
"2418","I1","F",20,"Imagery","Studied","Clé",4,1,-1,-0.5
"2419","I1","F",20,"Imagery","Studied","Clocher",4,1,-1,-0.5
"2420","I1","F",20,"Imagery","Studied","Couverture",4,1,-1,-0.5
"2421","I1","F",20,"Imagery","Studied","Croix",4,1,-1,-0.5
"2422","I1","F",20,"Imagery","Lure","Eglise",4,0,2,-0.5
"2423","I1","F",20,"Imagery","Lure","Fauteuil",4,0,2,-0.5
"2424","I1","F",20,"Imagery","Studied","Fenêtre",4,1,-1,-0.5
"2425","I1","F",20,"Imagery","Unstudied","Feu",1,-1,-1,-0.5
"2426","I1","F",20,"Imagery","Unstudied","Flamme",1,-1,-1,-0.5
"2427","I1","F",20,"Imagery","Unstudied","Forêt",3,-1,-1,-0.5
"2428","I1","F",20,"Imagery","Unstudied","Fumée",3,-1,-1,-0.5
"2429","I1","F",20,"Imagery","Unstudied","Fusil",1,-1,-1,-0.5
"2430","I1","F",20,"Imagery","Unstudied","Gare",1,-1,-1,-0.5
"2431","I1","F",20,"Imagery","Unstudied","Incendie",1,-1,-1,-0.5
"2432","I1","F",20,"Imagery","Studied","Ivresse",4,1,-1,-0.5
"2433","I1","F",20,"Imagery","Lure","Laine",4,0,2,-0.5
"2434","I1","F",20,"Imagery","Unstudied","Lavande",1,-1,-1,-0.5
"2435","I1","F",20,"Imagery","Studied","Luge",4,1,-1,-0.5
"2436","I1","F",20,"Imagery","Unstudied","Métal",1,-1,-1,-0.5
"2437","I1","F",20,"Imagery","Unstudied","Métro",1,-1,-1,-0.5
"2438","I1","F",20,"Imagery","Studied","Miel",4,1,-1,-0.5
"2439","I1","F",20,"Imagery","Studied","Moteur",4,1,-1,-0.5
"2440","I1","F",20,"Imagery","Unstudied","Mousse",1,-1,-1,-0.5
"2441","I1","F",20,"Imagery","Studied","Mouton",4,1,-1,-0.5
"2442","I1","F",20,"Imagery","Lure","Neige",1,0,2,-0.5
"2443","I1","F",20,"Imagery","Studied","Nid",4,1,-1,-0.5
"2444","I1","F",20,"Imagery","Unstudied","Or",1,-1,-1,-0.5
"2445","I1","F",20,"Imagery","Studied","Pantoufle",4,1,-1,-0.5
"2446","I1","F",20,"Imagery","Studied","Pied",4,1,-1,-0.5
"2447","I1","F",20,"Imagery","Lure","Porte",2,0,2,-0.5
"2448","I1","F",20,"Imagery","Studied","Prêtre",4,1,-1,-0.5
"2449","I1","F",20,"Imagery","Studied","Reine",4,1,-1,-0.5
"2450","I1","F",20,"Imagery","Unstudied","Salaire",1,-1,-1,-0.5
"2451","I1","F",20,"Imagery","Unstudied","Savon",1,-1,-1,-0.5
"2452","I1","F",20,"Imagery","Studied","Semelle",4,1,-1,-0.5
"2453","I1","F",20,"Imagery","Studied","Seuil",4,1,-1,-0.5
"2454","I1","F",20,"Imagery","Studied","Ski",4,1,-1,-0.5
"2455","I1","F",20,"Imagery","Unstudied","Soldat",1,-1,-1,-0.5
"2456","I1","F",20,"Imagery","Unstudied","Train",1,-1,-1,-0.5
"2457","I1","F",20,"Imagery","Studied","Tricot",4,1,-1,-0.5
"2458","I1","F",20,"Imagery","Lure","Vin",2,0,2,-0.5
"2459","I1","F",20,"Imagery","Lure","Voiture",2,0,2,-0.5
"2460","I1","F",20,"Imagery","Unstudied","Wagon",1,-1,-1,-0.5
"2461","I2","F",19,"Imagery","Lure","Abeille",4,0,2,-0.5
"2462","I2","F",19,"Imagery","Studied","Accident",4,1,-1,-0.5
"2463","I2","F",19,"Imagery","Studied","Alcool",4,1,-1,-0.5
"2464","I2","F",19,"Imagery","Studied","Amende",4,1,-1,-0.5
"2465","I2","F",19,"Imagery","Unstudied","Arbre",1,-1,-1,-0.5
"2466","I2","F",19,"Imagery","Unstudied","Argent",1,-1,-1,-0.5
"2467","I2","F",19,"Imagery","Unstudied","Armée",1,-1,-1,-0.5
"2468","I2","F",19,"Imagery","Unstudied","Bain",1,-1,-1,-0.5
"2469","I2","F",19,"Imagery","Studied","Barrique",4,1,-1,-0.5
"2470","I2","F",19,"Imagery","Unstudied","Bois",1,-1,-1,-0.5
"2471","I2","F",19,"Imagery","Studied","Botte",4,1,-1,-0.5
"2472","I2","F",19,"Imagery","Studied","Bureau",4,1,-1,-0.5
"2473","I2","F",19,"Imagery","Unstudied","Canon",1,-1,-1,-0.5
"2474","I2","F",19,"Imagery","Studied","Chaise",4,1,-1,-0.5
"2475","I2","F",19,"Imagery","Studied","Chalet",4,1,-1,-0.5
"2476","I2","F",19,"Imagery","Lure","Chaussure",3,0,2,-0.5
"2477","I2","F",19,"Imagery","Unstudied","Chêne",1,-1,-1,-0.5
"2478","I2","F",19,"Imagery","Studied","Clé",4,1,-1,-0.5
"2479","I2","F",19,"Imagery","Studied","Clocher",4,1,-1,-0.5
"2480","I2","F",19,"Imagery","Studied","Couverture",4,1,-1,-0.5
"2481","I2","F",19,"Imagery","Studied","Croix",4,1,-1,-0.5
"2482","I2","F",19,"Imagery","Lure","Eglise",3,0,2,-0.5
"2483","I2","F",19,"Imagery","Lure","Fauteuil",1,0,2,-0.5
"2484","I2","F",19,"Imagery","Studied","Fenêtre",4,1,-1,-0.5
"2485","I2","F",19,"Imagery","Unstudied","Feu",1,-1,-1,-0.5
"2486","I2","F",19,"Imagery","Unstudied","Flamme",1,-1,-1,-0.5
"2487","I2","F",19,"Imagery","Unstudied","Forêt",2,-1,-1,-0.5
"2488","I2","F",19,"Imagery","Unstudied","Fumée",1,-1,-1,-0.5
"2489","I2","F",19,"Imagery","Unstudied","Fusil",1,-1,-1,-0.5
"2490","I2","F",19,"Imagery","Unstudied","Gare",1,-1,-1,-0.5
"2491","I2","F",19,"Imagery","Unstudied","Incendie",1,-1,-1,-0.5
"2492","I2","F",19,"Imagery","Studied","Ivresse",4,1,-1,-0.5
"2493","I2","F",19,"Imagery","Lure","Laine",1,0,2,-0.5
"2494","I2","F",19,"Imagery","Unstudied","Lavande",2,-1,-1,-0.5
"2495","I2","F",19,"Imagery","Studied","Luge",4,1,-1,-0.5
"2496","I2","F",19,"Imagery","Unstudied","Métal",1,-1,-1,-0.5
"2497","I2","F",19,"Imagery","Unstudied","Métro",1,-1,-1,-0.5
"2498","I2","F",19,"Imagery","Studied","Miel",4,1,-1,-0.5
"2499","I2","F",19,"Imagery","Studied","Moteur",4,1,-1,-0.5
"2500","I2","F",19,"Imagery","Unstudied","Mousse",1,-1,-1,-0.5
"2501","I2","F",19,"Imagery","Studied","Mouton",4,1,-1,-0.5
"2502","I2","F",19,"Imagery","Lure","Neige",1,0,2,-0.5
"2503","I2","F",19,"Imagery","Studied","Nid",4,1,-1,-0.5
"2504","I2","F",19,"Imagery","Unstudied","Or",1,-1,-1,-0.5
"2505","I2","F",19,"Imagery","Studied","Pantoufle",4,1,-1,-0.5
"2506","I2","F",19,"Imagery","Studied","Pied",4,1,-1,-0.5
"2507","I2","F",19,"Imagery","Lure","Porte",2,0,2,-0.5
"2508","I2","F",19,"Imagery","Studied","Prêtre",4,1,-1,-0.5
"2509","I2","F",19,"Imagery","Studied","Reine",4,1,-1,-0.5
"2510","I2","F",19,"Imagery","Unstudied","Salaire",1,-1,-1,-0.5
"2511","I2","F",19,"Imagery","Unstudied","Savon",4,-1,-1,-0.5
"2512","I2","F",19,"Imagery","Studied","Semelle",4,1,-1,-0.5
"2513","I2","F",19,"Imagery","Studied","Seuil",4,1,-1,-0.5
"2514","I2","F",19,"Imagery","Studied","Ski",4,1,-1,-0.5
"2515","I2","F",19,"Imagery","Unstudied","Soldat",1,-1,-1,-0.5
"2516","I2","F",19,"Imagery","Unstudied","Train",1,-1,-1,-0.5
"2517","I2","F",19,"Imagery","Studied","Tricot",4,1,-1,-0.5
"2518","I2","F",19,"Imagery","Lure","Vin",3,0,2,-0.5
"2519","I2","F",19,"Imagery","Lure","Voiture",3,0,2,-0.5
"2520","I2","F",19,"Imagery","Unstudied","Wagon",1,-1,-1,-0.5
"2521","I3","H",22,"Imagery","Lure","Abeille",4,0,2,-0.5
"2522","I3","H",22,"Imagery","Studied","Accident",4,1,-1,-0.5
"2523","I3","H",22,"Imagery","Studied","Alcool",4,1,-1,-0.5
"2524","I3","H",22,"Imagery","Studied","Amende",4,1,-1,-0.5
"2525","I3","H",22,"Imagery","Unstudied","Arbre",1,-1,-1,-0.5
"2526","I3","H",22,"Imagery","Unstudied","Argent",1,-1,-1,-0.5
"2527","I3","H",22,"Imagery","Unstudied","Armée",1,-1,-1,-0.5
"2528","I3","H",22,"Imagery","Unstudied","Bain",1,-1,-1,-0.5
"2529","I3","H",22,"Imagery","Studied","Barrique",4,1,-1,-0.5
"2530","I3","H",22,"Imagery","Unstudied","Bois",1,-1,-1,-0.5
"2531","I3","H",22,"Imagery","Studied","Botte",4,1,-1,-0.5
"2532","I3","H",22,"Imagery","Studied","Bureau",4,1,-1,-0.5
"2533","I3","H",22,"Imagery","Unstudied","Canon",1,-1,-1,-0.5
