"","ppt","sex","age","condition","item_type","item","resp","item_type_rc_1","item_type_rc_2","cond_rc"
"794","C14","H",18,"Control","Studied","Chaise",4,1,-1,0.5
"795","C14","H",18,"Control","Studied","Chalet",4,1,-1,0.5
"796","C14","H",18,"Control","Lure","Chaussure",4,0,2,0.5
"797","C14","H",18,"Control","Unstudied","Chêne",2,-1,-1,0.5
"798","C14","H",18,"Control","Studied","Clé",2,1,-1,0.5
"799","C14","H",18,"Control","Studied","Clocher",4,1,-1,0.5
"800","C14","H",18,"Control","Studied","Couverture",4,1,-1,0.5
"801","C14","H",18,"Control","Studied","Croix",4,1,-1,0.5
"802","C14","H",18,"Control","Lure","Eglise",4,0,2,0.5
"803","C14","H",18,"Control","Lure","Fauteuil",4,0,2,0.5
"804","C14","H",18,"Control","Studied","Fenêtre",4,1,-1,0.5
"805","C14","H",18,"Control","Unstudied","Feu",1,-1,-1,0.5
"806","C14","H",18,"Control","Unstudied","Flamme",1,-1,-1,0.5
"807","C14","H",18,"Control","Unstudied","Forêt",3,-1,-1,0.5
"808","C14","H",18,"Control","Unstudied","Fumée",1,-1,-1,0.5
"809","C14","H",18,"Control","Unstudied","Fusil",1,-1,-1,0.5
"810","C14","H",18,"Control","Unstudied","Gare",2,-1,-1,0.5
"811","C14","H",18,"Control","Unstudied","Incendie",1,-1,-1,0.5
"812","C14","H",18,"Control","Studied","Ivresse",3,1,-1,0.5
"813","C14","H",18,"Control","Lure","Laine",4,0,2,0.5
"814","C14","H",18,"Control","Unstudied","Lavande",3,-1,-1,0.5
"815","C14","H",18,"Control","Studied","Luge",3,1,-1,0.5
"816","C14","H",18,"Control","Unstudied","Métal",2,-1,-1,0.5
"817","C14","H",18,"Control","Unstudied","Métro",1,-1,-1,0.5
"818","C14","H",18,"Control","Studied","Miel",4,1,-1,0.5
"819","C14","H",18,"Control","Studied","Moteur",1,1,-1,0.5
"820","C14","H",18,"Control","Unstudied","Mousse",2,-1,-1,0.5
"821","C14","H",18,"Control","Studied","Mouton",4,1,-1,0.5
"822","C14","H",18,"Control","Lure","Neige",4,0,2,0.5
"823","C14","H",18,"Control","Studied","Nid",4,1,-1,0.5
"824","C14","H",18,"Control","Unstudied","Or",1,-1,-1,0.5
"825","C14","H",18,"Control","Studied","Pantoufle",4,1,-1,0.5
"826","C14","H",18,"Control","Studied","Pied",4,1,-1,0.5
"827","C14","H",18,"Control","Lure","Porte",4,0,2,0.5
"828","C14","H",18,"Control","Studied","Prêtre",4,1,-1,0.5
"829","C14","H",18,"Control","Studied","Reine",4,1,-1,0.5
"830","C14","H",18,"Control","Unstudied","Salaire",1,-1,-1,0.5
"831","C14","H",18,"Control","Unstudied","Savon",2,-1,-1,0.5
"832","C14","H",18,"Control","Studied","Semelle",4,1,-1,0.5
"833","C14","H",18,"Control","Studied","Seuil",2,1,-1,0.5
"834","C14","H",18,"Control","Studied","Ski",4,1,-1,0.5
"835","C14","H",18,"Control","Unstudied","Soldat",1,-1,-1,0.5
"836","C14","H",18,"Control","Unstudied","Train",3,-1,-1,0.5
"837","C14","H",18,"Control","Studied","Tricot",4,1,-1,0.5
"838","C14","H",18,"Control","Lure","Vin",4,0,2,0.5
"839","C14","H",18,"Control","Lure","Voiture",2,0,2,0.5
"840","C14","H",18,"Control","Unstudied","wagon",3,-1,-1,0.5
"841","C15","H",20,"Control","Lure","Abeille",4,0,2,0.5
"842","C15","H",20,"Control","Studied","Accident",3,1,-1,0.5
"843","C15","H",20,"Control","Studied","Alcool",4,1,-1,0.5
"844","C15","H",20,"Control","Studied","Amende",2,1,-1,0.5
"845","C15","H",20,"Control","Unstudied","Arbre",1,-1,-1,0.5
"846","C15","H",20,"Control","Unstudied","Argent",2,-1,-1,0.5
"847","C15","H",20,"Control","Unstudied","Armée",2,-1,-1,0.5
"848","C15","H",20,"Control","Unstudied","Bain",1,-1,-1,0.5
"849","C15","H",20,"Control","Studied","Barrique",3,1,-1,0.5
"850","C15","H",20,"Control","Unstudied","Bois",2,-1,-1,0.5
"851","C15","H",20,"Control","Studied","Botte",4,1,-1,0.5
"852","C15","H",20,"Control","Studied","Bureau",3,1,-1,0.5
"853","C15","H",20,"Control","Unstudied","Canon",1,-1,-1,0.5
"854","C15","H",20,"Control","Studied","Chaise",4,1,-1,0.5
"855","C15","H",20,"Control","Studied","Chalet",4,1,-1,0.5
"856","C15","H",20,"Control","Lure","Chaussure",3,0,2,0.5
"857","C15","H",20,"Control","Unstudied","Chêne",2,-1,-1,0.5
"858","C15","H",20,"Control","Studied","Clé",4,1,-1,0.5
"859","C15","H",20,"Control","Studied","Clocher",1,1,-1,0.5
"860","C15","H",20,"Control","Studied","Couverture",3,1,-1,0.5
"861","C15","H",20,"Control","Studied","Croix",4,1,-1,0.5
"862","C15","H",20,"Control","Lure","Eglise",4,0,2,0.5
"863","C15","H",20,"Control","Lure","Fauteuil",4,0,2,0.5
"864","C15","H",20,"Control","Studied","Fenêtre",4,1,-1,0.5
"865","C15","H",20,"Control","Unstudied","Feu",4,-1,-1,0.5
"866","C15","H",20,"Control","Unstudied","Flamme",2,-1,-1,0.5
"867","C15","H",20,"Control","Unstudied","Forêt",3,-1,-1,0.5
"868","C15","H",20,"Control","Unstudied","Fumée",1,-1,-1,0.5
"869","C15","H",20,"Control","Unstudied","Fusil",1,-1,-1,0.5
"870","C15","H",20,"Control","Unstudied","Gare",2,-1,-1,0.5
"871","C15","H",20,"Control","Unstudied","Incendie",2,-1,-1,0.5
"872","C15","H",20,"Control","Studied","Ivresse",3,1,-1,0.5
"873","C15","H",20,"Control","Lure","Laine",3,0,2,0.5
"874","C15","H",20,"Control","Unstudied","Lavande",1,-1,-1,0.5
"875","C15","H",20,"Control","Studied","Luge",4,1,-1,0.5
"876","C15","H",20,"Control","Unstudied","Métal",1,-1,-1,0.5
"877","C15","H",20,"Control","Unstudied","Métro",1,-1,-1,0.5
"878","C15","H",20,"Control","Studied","Miel",4,1,-1,0.5
"879","C15","H",20,"Control","Studied","Moteur",4,1,-1,0.5
"880","C15","H",20,"Control","Unstudied","Mousse",3,-1,-1,0.5
"881","C15","H",20,"Control","Studied","Mouton",4,1,-1,0.5
"882","C15","H",20,"Control","Lure","Neige",3,0,2,0.5
"883","C15","H",20,"Control","Studied","Nid",2,1,-1,0.5
"884","C15","H",20,"Control","Unstudied","Or",1,-1,-1,0.5
"885","C15","H",20,"Control","Studied","Pantoufle",4,1,-1,0.5
"886","C15","H",20,"Control","Studied","Pied",4,1,-1,0.5
"887","C15","H",20,"Control","Lure","Porte",4,0,2,0.5
"888","C15","H",20,"Control","Studied","Prêtre",4,1,-1,0.5
"889","C15","H",20,"Control","Studied","Reine",4,1,-1,0.5
"890","C15","H",20,"Control","Unstudied","Salaire",1,-1,-1,0.5
"891","C15","H",20,"Control","Unstudied","Savon",1,-1,-1,0.5
"892","C15","H",20,"Control","Studied","Semelle",4,1,-1,0.5
"893","C15","H",20,"Control","Studied","Seuil",4,1,-1,0.5
"894","C15","H",20,"Control","Studied","Ski",4,1,-1,0.5
"895","C15","H",20,"Control","Unstudied","Soldat",1,-1,-1,0.5
"896","C15","H",20,"Control","Unstudied","Train",2,-1,-1,0.5
"897","C15","H",20,"Control","Studied","Tricot",4,1,-1,0.5
"898","C15","H",20,"Control","Lure","Vin",1,0,2,0.5
"899","C15","H",20,"Control","Lure","Voiture",4,0,2,0.5
"900","C15","H",20,"Control","Unstudied","Wagon",2,-1,-1,0.5
"901","C16","F",21,"Control","Lure","Abeille",1,0,2,0.5
"902","C16","F",21,"Control","Studied","Accident",4,1,-1,0.5
"903","C16","F",21,"Control","Studied","Alcool",4,1,-1,0.5
"904","C16","F",21,"Control","Studied","Amende",4,1,-1,0.5
"905","C16","F",21,"Control","Unstudied","Arbre",3,-1,-1,0.5
"906","C16","F",21,"Control","Unstudied","Argent",1,-1,-1,0.5
"907","C16","F",21,"Control","Unstudied","Armée",1,-1,-1,0.5
"908","C16","F",21,"Control","Unstudied","Bain",1,-1,-1,0.5
"909","C16","F",21,"Control","Studied","Barrique",4,1,-1,0.5
"910","C16","F",21,"Control","Unstudied","Bois",1,-1,-1,0.5
"911","C16","F",21,"Control","Studied","Botte",4,1,-1,0.5
"912","C16","F",21,"Control","Studied","Bureau",2,1,-1,0.5
"913","C16","F",21,"Control","Unstudied","Canon",1,-1,-1,0.5
"914","C16","F",21,"Control","Studied","Chaise",4,1,-1,0.5
"915","C16","F",21,"Control","Studied","Chalet",3,1,-1,0.5
"916","C16","F",21,"Control","Lure","Chaussure",1,0,2,0.5
"917","C16","F",21,"Control","Unstudied","Chêne",1,-1,-1,0.5
"918","C16","F",21,"Control","Studied","Clé",4,1,-1,0.5
"919","C16","F",21,"Control","Studied","Clocher",4,1,-1,0.5
"920","C16","F",21,"Control","Studied","Couverture",3,1,-1,0.5
"921","C16","F",21,"Control","Studied","Croix",4,1,-1,0.5
"922","C16","F",21,"Control","Lure","Eglise",1,0,2,0.5
"923","C16","F",21,"Control","Lure","Fauteuil",1,0,2,0.5
"924","C16","F",21,"Control","Studied","Fenêtre",4,1,-1,0.5
"925","C16","F",21,"Control","Unstudied","Feu",1,-1,-1,0.5
"926","C16","F",21,"Control","Unstudied","Flamme",1,-1,-1,0.5
"927","C16","F",21,"Control","Unstudied","Forêt",1,-1,-1,0.5
"928","C16","F",21,"Control","Unstudied","Fumée",1,-1,-1,0.5
"929","C16","F",21,"Control","Unstudied","Fusil",1,-1,-1,0.5
"930","C16","F",21,"Control","Unstudied","Gare",1,-1,-1,0.5
"931","C16","F",21,"Control","Unstudied","Incendie",1,-1,-1,0.5
"932","C16","F",21,"Control","Studied","Ivresse",4,1,-1,0.5
"933","C16","F",21,"Control","Lure","Laine",1,0,2,0.5
"934","C16","F",21,"Control","Unstudied","Lavande",1,-1,-1,0.5
"935","C16","F",21,"Control","Studied","Luge",4,1,-1,0.5
"936","C16","F",21,"Control","Unstudied","Métal",1,-1,-1,0.5
"937","C16","F",21,"Control","Unstudied","Métro",1,-1,-1,0.5
"938","C16","F",21,"Control","Studied","Miel",4,1,-1,0.5
"939","C16","F",21,"Control","Studied","Moteur",4,1,-1,0.5
"940","C16","F",21,"Control","Unstudied","Mousse",1,-1,-1,0.5
"941","C16","F",21,"Control","Studied","Mouton",4,1,-1,0.5
"942","C16","F",21,"Control","Lure","Neige",3,0,2,0.5
"943","C16","F",21,"Control","Studied","Nid",1,1,-1,0.5
"944","C16","F",21,"Control","Unstudied","Or",1,-1,-1,0.5
"945","C16","F",21,"Control","Studied","Pantoufle",4,1,-1,0.5
"946","C16","F",21,"Control","Studied","Pied",4,1,-1,0.5
"947","C16","F",21,"Control","Lure","Porte",1,0,2,0.5
"948","C16","F",21,"Control","Studied","Prêtre",4,1,-1,0.5
"949","C16","F",21,"Control","Studied","Reine",4,1,-1,0.5
"950","C16","F",21,"Control","Unstudied","Salaire",1,-1,-1,0.5
"951","C16","F",21,"Control","Unstudied","Savon",1,-1,-1,0.5
"952","C16","F",21,"Control","Studied","Semelle",4,1,-1,0.5
"953","C16","F",21,"Control","Studied","Seuil",4,1,-1,0.5
"954","C16","F",21,"Control","Studied","Ski",4,1,-1,0.5
"955","C16","F",21,"Control","Unstudied","Soldat",1,-1,-1,0.5
"956","C16","F",21,"Control","Unstudied","Train",1,-1,-1,0.5
"957","C16","F",21,"Control","Studied","Tricot",4,1,-1,0.5
"958","C16","F",21,"Control","Lure","Vin",4,0,2,0.5
"959","C16","F",21,"Control","Lure","Voiture",1,0,2,0.5
"960","C16","F",21,"Control","Unstudied","Wagon",1,-1,-1,0.5
"961","C17","F",21,"Control","Lure","Abeille",4,0,2,0.5
"962","C17","F",21,"Control","Studied","Accident",4,1,-1,0.5
"963","C17","F",21,"Control","Studied","Alcool",4,1,-1,0.5
"964","C17","F",21,"Control","Studied","Amende",1,1,-1,0.5
"965","C17","F",21,"Control","Unstudied","Arbre",1,-1,-1,0.5
"966","C17","F",21,"Control","Unstudied","Argent",1,-1,-1,0.5
"967","C17","F",21,"Control","Unstudied","Armée",1,-1,-1,0.5
"968","C17","F",21,"Control","Unstudied","Bain",1,-1,-1,0.5
"969","C17","F",21,"Control","Studied","Barrique",2,1,-1,0.5
"970","C17","F",21,"Control","Unstudied","Bois",1,-1,-1,0.5
"971","C17","F",21,"Control","Studied","Botte",4,1,-1,0.5
"972","C17","F",21,"Control","Studied","Bureau",4,1,-1,0.5
"973","C17","F",21,"Control","Unstudied","Canon",1,-1,-1,0.5
"974","C17","F",21,"Control","Studied","Chaise",4,1,-1,0.5
"975","C17","F",21,"Control","Studied","Chalet",3,1,-1,0.5
"976","C17","F",21,"Control","Lure","Chaussure",1,0,2,0.5
"977","C17","F",21,"Control","Unstudied","Chêne",1,-1,-1,0.5
"978","C17","F",21,"Control","Studied","Clé",4,1,-1,0.5
"979","C17","F",21,"Control","Studied","Clocher",4,1,-1,0.5
"980","C17","F",21,"Control","Studied","Couverture",2,1,-1,0.5
"981","C17","F",21,"Control","Studied","Croix",4,1,-1,0.5
"982","C17","F",21,"Control","Lure","Eglise",4,0,2,0.5
"983","C17","F",21,"Control","Lure","Fauteuil",4,0,2,0.5
"984","C17","F",21,"Control","Studied","Fenêtre",4,1,-1,0.5
"985","C17","F",21,"Control","Unstudied","Feu",1,-1,-1,0.5
"986","C17","F",21,"Control","Unstudied","Flamme",1,-1,-1,0.5
"987","C17","F",21,"Control","Unstudied","Forêt",1,-1,-1,0.5
"988","C17","F",21,"Control","Unstudied","Fumée",1,-1,-1,0.5
"989","C17","F",21,"Control","Unstudied","Fusil",1,-1,-1,0.5
"990","C17","F",21,"Control","Unstudied","Gare",1,-1,-1,0.5
"991","C17","F",21,"Control","Unstudied","Incendie",1,-1,-1,0.5
"992","C17","F",21,"Control","Studied","Ivresse",4,1,-1,0.5
"993","C17","F",21,"Control","Lure","Laine",1,0,2,0.5
"994","C17","F",21,"Control","Unstudied","Lavande",1,-1,-1,0.5
"995","C17","F",21,"Control","Studied","Luge",3,1,-1,0.5
"996","C17","F",21,"Control","Unstudied","Métal",1,-1,-1,0.5
"997","C17","F",21,"Control","Unstudied","Métro",1,-1,-1,0.5
"998","C17","F",21,"Control","Studied","Miel",4,1,-1,0.5
"999","C17","F",21,"Control","Studied","Moteur",4,1,-1,0.5
"1000","C17","F",21,"Control","Unstudied","Mousse",1,-1,-1,0.5
"1001","C17","F",21,"Control","Studied","Mouton",4,1,-1,0.5
"1002","C17","F",21,"Control","Lure","Neige",4,0,2,0.5
"1003","C17","F",21,"Control","Studied","Nid",1,1,-1,0.5
"1004","C17","F",21,"Control","Unstudied","Or",1,-1,-1,0.5
"1005","C17","F",21,"Control","Studied","Pantoufle",4,1,-1,0.5
"1006","C17","F",21,"Control","Studied","Pied",4,1,-1,0.5
"1007","C17","F",21,"Control","Lure","Porte",4,0,2,0.5
"1008","C17","F",21,"Control","Studied","Prêtre",4,1,-1,0.5
"1009","C17","F",21,"Control","Studied","Reine",4,1,-1,0.5
"1010","C17","F",21,"Control","Unstudied","Salaire",1,-1,-1,0.5
"1011","C17","F",21,"Control","Unstudied","Savon",1,-1,-1,0.5
"1012","C17","F",21,"Control","Studied","Semelle",4,1,-1,0.5
"1013","C17","F",21,"Control","Studied","Seuil",3,1,-1,0.5
"1014","C17","F",21,"Control","Studied","Ski",4,1,-1,0.5
"1015","C17","F",21,"Control","Unstudied","Soldat",1,-1,-1,0.5
"1016","C17","F",21,"Control","Unstudied","Train",1,-1,-1,0.5
"1017","C17","F",21,"Control","Studied","Tricot",4,1,-1,0.5
"1018","C17","F",21,"Control","Lure","Vin",4,0,2,0.5
"1019","C17","F",21,"Control","Lure","Voiture",1,0,2,0.5
"1020","C17","F",21,"Control","Unstudied","Wagon",1,-1,-1,0.5
"1021","C18","F",20,"Control","Lure","Abeille",3,0,2,0.5
"1022","C18","F",20,"Control","Studied","Accident",4,1,-1,0.5
"1023","C18","F",20,"Control","Studied","Alcool",4,1,-1,0.5
"1024","C18","F",20,"Control","Studied","Amende",4,1,-1,0.5
"1025","C18","F",20,"Control","Unstudied","Arbre",3,-1,-1,0.5
"1026","C18","F",20,"Control","Unstudied","Argent",1,-1,-1,0.5
"1027","C18","F",20,"Control","Unstudied","Armée",1,-1,-1,0.5
"1028","C18","F",20,"Control","Unstudied","Bain",1,-1,-1,0.5
"1029","C18","F",20,"Control","Studied","Barrique",3,1,-1,0.5
"1030","C18","F",20,"Control","Unstudied","Bois",2,-1,-1,0.5
"1031","C18","F",20,"Control","Studied","Botte",2,1,-1,0.5
"1032","C18","F",20,"Control","Studied","Bureau",4,1,-1,0.5
"1033","C18","F",20,"Control","Unstudied","Canon",1,-1,-1,0.5
"1034","C18","F",20,"Control","Studied","Chaise",4,1,-1,0.5
"1035","C18","F",20,"Control","Studied","Chalet",1,1,-1,0.5
"1036","C18","F",20,"Control","Lure","Chaussure",4,0,2,0.5
"1037","C18","F",20,"Control","Unstudied","Chêne",2,-1,-1,0.5
"1038","C18","F",20,"Control","Studied","Clé",1,1,-1,0.5
"1039","C18","F",20,"Control","Studied","Clocher",4,1,-1,0.5
"1040","C18","F",20,"Control","Studied","Couverture",1,1,-1,0.5
"1041","C18","F",20,"Control","Studied","Croix",4,1,-1,0.5
"1042","C18","F",20,"Control","Lure","Eglise",4,0,2,0.5
"1043","C18","F",20,"Control","Lure","Fauteuil",4,0,2,0.5
"1044","C18","F",20,"Control","Studied","Fenêtre",3,1,-1,0.5
"1045","C18","F",20,"Control","Unstudied","Feu",1,-1,-1,0.5
"1046","C18","F",20,"Control","Unstudied","Flamme",1,-1,-1,0.5
"1047","C18","F",20,"Control","Unstudied","Forêt",2,-1,-1,0.5
"1048","C18","F",20,"Control","Unstudied","Fumée",1,-1,-1,0.5
"1049","C18","F",20,"Control","Unstudied","Fusil",1,-1,-1,0.5
"1050","C18","F",20,"Control","Unstudied","Gare",1,-1,-1,0.5
"1051","C18","F",20,"Control","Unstudied","Incendie",1,-1,-1,0.5
"1052","C18","F",20,"Control","Studied","Ivresse",3,1,-1,0.5
"1053","C18","F",20,"Control","Lure","Laine",4,0,2,0.5
"1054","C18","F",20,"Control","Unstudied","Lavande",1,-1,-1,0.5
"1055","C18","F",20,"Control","Studied","Luge",2,1,-1,0.5
"1056","C18","F",20,"Control","Unstudied","Métal",1,-1,-1,0.5
"1057","C18","F",20,"Control","Unstudied","Métro",1,-1,-1,0.5
"1058","C18","F",20,"Control","Studied","Miel",4,1,-1,0.5
"1059","C18","F",20,"Control","Studied","Moteur",3,1,-1,0.5
"1060","C18","F",20,"Control","Unstudied","Mousse",2,-1,-1,0.5
"1061","C18","F",20,"Control","Studied","Mouton",1,1,-1,0.5
"1062","C18","F",20,"Control","Lure","Neige",3,0,2,0.5
"1063","C18","F",20,"Control","Studied","Nid",1,1,-1,0.5
"1064","C18","F",20,"Control","Unstudied","Or",1,-1,-1,0.5
"1065","C18","F",20,"Control","Studied","Pantoufle",4,1,-1,0.5
"1066","C18","F",20,"Control","Studied","Pied",4,1,-1,0.5
"1067","C18","F",20,"Control","Lure","Porte",2,0,2,0.5
"1068","C18","F",20,"Control","Studied","Prêtre",4,1,-1,0.5
"1069","C18","F",20,"Control","Studied","Reine",4,1,-1,0.5
"1070","C18","F",20,"Control","Unstudied","Salaire",1,-1,-1,0.5
"1071","C18","F",20,"Control","Unstudied","Savon",1,-1,-1,0.5
"1072","C18","F",20,"Control","Studied","Semelle",2,1,-1,0.5
"1073","C18","F",20,"Control","Studied","Seuil",1,1,-1,0.5
"1074","C18","F",20,"Control","Studied","Ski",4,1,-1,0.5
"1075","C18","F",20,"Control","Unstudied","Soldat",1,-1,-1,0.5
"1076","C18","F",20,"Control","Unstudied","Train",1,-1,-1,0.5
"1077","C18","F",20,"Control","Studied","Tricot",3,1,-1,0.5
"1078","C18","F",20,"Control","Lure","Vin",3,0,2,0.5
"1079","C18","F",20,"Control","Lure","Voiture",2,0,2,0.5
"1080","C18","F",20,"Control","Unstudied","Wagon",1,-1,-1,0.5
"1081","C19","F",18,"Control","Lure","Abeille",1,0,2,0.5
"1082","C19","F",18,"Control","Studied","Accident",4,1,-1,0.5
"1083","C19","F",18,"Control","Studied","Alcool",4,1,-1,0.5
"1084","C19","F",18,"Control","Studied","Amende",4,1,-1,0.5
"1085","C19","F",18,"Control","Unstudied","Arbre",1,-1,-1,0.5
"1086","C19","F",18,"Control","Unstudied","Argent",1,-1,-1,0.5
"1087","C19","F",18,"Control","Unstudied","Armée",1,-1,-1,0.5
"1088","C19","F",18,"Control","Unstudied","Bain",1,-1,-1,0.5
"1089","C19","F",18,"Control","Studied","Barrique",4,1,-1,0.5
"1090","C19","F",18,"Control","Unstudied","Bois",1,-1,-1,0.5
"1091","C19","F",18,"Control","Studied","Botte",4,1,-1,0.5
"1092","C19","F",18,"Control","Studied","Bureau",4,1,-1,0.5
"1093","C19","F",18,"Control","Unstudied","Canon",1,-1,-1,0.5
"1094","C19","F",18,"Control","Studied","Chaise",4,1,-1,0.5
"1095","C19","F",18,"Control","Studied","Chalet",4,1,-1,0.5
"1096","C19","F",18,"Control","Lure","Chaussure",1,0,2,0.5
"1097","C19","F",18,"Control","Unstudied","Chêne",1,-1,-1,0.5
"1098","C19","F",18,"Control","Studied","Clé",4,1,-1,0.5
"1099","C19","F",18,"Control","Studied","Clocher",4,1,-1,0.5
"1100","C19","F",18,"Control","Studied","Couverture",4,1,-1,0.5
"1101","C19","F",18,"Control","Studied","Croix",4,1,-1,0.5
"1102","C19","F",18,"Control","Lure","Eglise",1,0,2,0.5
"1103","C19","F",18,"Control","Lure","Fauteuil",4,0,2,0.5
"1104","C19","F",18,"Control","Studied","Fenêtre",4,1,-1,0.5
"1105","C19","F",18,"Control","Unstudied","Feu",2,-1,-1,0.5
"1106","C19","F",18,"Control","Unstudied","Flamme",2,-1,-1,0.5
"1107","C19","F",18,"Control","Unstudied","Forêt",4,-1,-1,0.5
"1108","C19","F",18,"Control","Unstudied","Fumée",1,-1,-1,0.5
"1109","C19","F",18,"Control","Unstudied","Fusil",1,-1,-1,0.5
"1110","C19","F",18,"Control","Unstudied","Gare",1,-1,-1,0.5
"1111","C19","F",18,"Control","Unstudied","Incendie",3,-1,-1,0.5
"1112","C19","F",18,"Control","Studied","Ivresse",4,1,-1,0.5
"1113","C19","F",18,"Control","Lure","Laine",1,0,2,0.5
"1114","C19","F",18,"Control","Unstudied","Lavande",1,-1,-1,0.5
"1115","C19","F",18,"Control","Studied","Luge",4,1,-1,0.5
"1116","C19","F",18,"Control","Unstudied","Métal",1,-1,-1,0.5
"1117","C19","F",18,"Control","Unstudied","Métro",1,-1,-1,0.5
"1118","C19","F",18,"Control","Studied","Miel",4,1,-1,0.5
"1119","C19","F",18,"Control","Studied","Moteur",4,1,-1,0.5
"1120","C19","F",18,"Control","Unstudied","Mousse",1,-1,-1,0.5
"1121","C19","F",18,"Control","Studied","Mouton",4,1,-1,0.5
"1122","C19","F",18,"Control","Lure","Neige",1,0,2,0.5
"1123","C19","F",18,"Control","Studied","Nid",1,1,-1,0.5
"1124","C19","F",18,"Control","Unstudied","Or",1,-1,-1,0.5
"1125","C19","F",18,"Control","Studied","Pantoufle",1,1,-1,0.5
"1126","C19","F",18,"Control","Studied","Pied",4,1,-1,0.5
"1127","C19","F",18,"Control","Lure","Porte",1,0,2,0.5
"1128","C19","F",18,"Control","Studied","Prêtre",4,1,-1,0.5
"1129","C19","F",18,"Control","Studied","Reine",4,1,-1,0.5
"1130","C19","F",18,"Control","Unstudied","Salaire",1,-1,-1,0.5
"1131","C19","F",18,"Control","Unstudied","Savon",1,-1,-1,0.5
"1132","C19","F",18,"Control","Studied","Semelle",4,1,-1,0.5
"1133","C19","F",18,"Control","Studied","Seuil",4,1,-1,0.5
"1134","C19","F",18,"Control","Studied","Ski",4,1,-1,0.5
"1135","C19","F",18,"Control","Unstudied","Soldat",1,-1,-1,0.5
"1136","C19","F",18,"Control","Unstudied","Train",1,-1,-1,0.5
"1137","C19","F",18,"Control","Studied","Tricot",4,1,-1,0.5
"1138","C19","F",18,"Control","Lure","Vin",1,0,2,0.5
"1139","C19","F",18,"Control","Lure","Voiture",1,0,2,0.5
"1140","C19","F",18,"Control","Unstudied","Wagon",1,-1,-1,0.5
"1141","C20","F",20,"Control","Lure","Abeille",1,0,2,0.5
"1142","C20","F",20,"Control","Studied","Accident",4,1,-1,0.5
"1143","C20","F",20,"Control","Studied","Alcool",4,1,-1,0.5
"1144","C20","F",20,"Control","Studied","Amende",4,1,-1,0.5
"1145","C20","F",20,"Control","Unstudied","Arbre",1,-1,-1,0.5
"1146","C20","F",20,"Control","Unstudied","Argent",1,-1,-1,0.5
"1147","C20","F",20,"Control","Unstudied","Armée",1,-1,-1,0.5
"1148","C20","F",20,"Control","Unstudied","Bain",1,-1,-1,0.5
"1149","C20","F",20,"Control","Studied","Barrique",2,1,-1,0.5
"1150","C20","F",20,"Control","Unstudied","Bois",1,-1,-1,0.5
"1151","C20","F",20,"Control","Studied","Botte",4,1,-1,0.5
"1152","C20","F",20,"Control","Studied","Bureau",4,1,-1,0.5
"1153","C20","F",20,"Control","Unstudied","Canon",2,-1,-1,0.5
"1154","C20","F",20,"Control","Studied","Chaise",4,1,-1,0.5
"1155","C20","F",20,"Control","Studied","Chalet",4,1,-1,0.5
"1156","C20","F",20,"Control","Lure","Chaussure",4,0,2,0.5
"1157","C20","F",20,"Control","Unstudied","Chêne",2,-1,-1,0.5
"1158","C20","F",20,"Control","Studied","Clé",4,1,-1,0.5
"1159","C20","F",20,"Control","Studied","Clocher",4,1,-1,0.5
"1160","C20","F",20,"Control","Studied","Couverture",4,1,-1,0.5
"1161","C20","F",20,"Control","Studied","Croix",4,1,-1,0.5
"1162","C20","F",20,"Control","Lure","Eglise",1,0,2,0.5
"1163","C20","F",20,"Control","Lure","Fauteuil",2,0,2,0.5
"1164","C20","F",20,"Control","Studied","Fenêtre",4,1,-1,0.5
"1165","C20","F",20,"Control","Unstudied","Feu",2,-1,-1,0.5
"1166","C20","F",20,"Control","Unstudied","Flamme",2,-1,-1,0.5
"1167","C20","F",20,"Control","Unstudied","Forêt",1,-1,-1,0.5
"1168","C20","F",20,"Control","Unstudied","Fumée",1,-1,-1,0.5
"1169","C20","F",20,"Control","Unstudied","Fusil",1,-1,-1,0.5
"1170","C20","F",20,"Control","Unstudied","Gare",1,-1,-1,0.5
"1171","C20","F",20,"Control","Unstudied","Incendie",4,-1,-1,0.5
"1172","C20","F",20,"Control","Studied","Ivresse",4,1,-1,0.5
"1173","C20","F",20,"Control","Lure","Laine",1,0,2,0.5
"1174","C20","F",20,"Control","Unstudied","Lavande",1,-1,-1,0.5
"1175","C20","F",20,"Control","Studied","Luge",4,1,-1,0.5
"1176","C20","F",20,"Control","Unstudied","Métal",1,-1,-1,0.5
"1177","C20","F",20,"Control","Unstudied","Métro",1,-1,-1,0.5
"1178","C20","F",20,"Control","Studied","Miel",4,1,-1,0.5
"1179","C20","F",20,"Control","Studied","Moteur",3,1,-1,0.5
"1180","C20","F",20,"Control","Unstudied","Mousse",2,-1,-1,0.5
"1181","C20","F",20,"Control","Studied","Mouton",4,1,-1,0.5
"1182","C20","F",20,"Control","Lure","Neige",1,0,2,0.5
"1183","C20","F",20,"Control","Studied","Nid",4,1,-1,0.5
"1184","C20","F",20,"Control","Unstudied","Or",1,-1,-1,0.5
"1185","C20","F",20,"Control","Studied","Pantoufle",4,1,-1,0.5
"1186","C20","F",20,"Control","Studied","Pied",4,1,-1,0.5
"1187","C20","F",20,"Control","Lure","Porte",1,0,2,0.5
"1188","C20","F",20,"Control","Studied","Prêtre",4,1,-1,0.5
"1189","C20","F",20,"Control","Studied","Reine",4,1,-1,0.5
